 ,Value
1,3631.990
2,3652.747
3,3663.045
4,3671.785
5,3623.042
6,3730.755
7,3631.285
8,3609.134
9,3689.214
10,3644.585
11,3659.523
12,3640.958
13,3599.427
14,3625.511
15,3626.333
16,3672.222
17,3621.197
18,3628.833
19,3582.365
20,3677.119
21,3637.807
22,3645.137
23,3622.889
24,3660.824
25,3690.012
26,3666.701
27,3635.768
28,3660.789
29,3588.741
30,3612.244
31,3675.218
32,3626.855
33,3666.061
34,3627.637
35,3722.491
36,3618.156
37,3647.628
38,3557.409
39,3629.915
40,3661.446
41,3561.385
42,3577.236
43,3706.690
44,3641.315
45,3669.797
46,3702.734
47,3687.305
48,3716.249
49,3724.537
50,3710.400
51,3633.617
52,3629.036
53,3672.174
54,3728.810
55,3700.443
56,3650.466
57,3605.668
58,3671.554
59,3731.496
60,3680.293
61,3807.747
62,3749.966
63,3762.361
64,3690.452
65,3692.738
66,3765.538
67,3670.884
68,3669.512
69,3774.730
70,3696.466
71,3666.619
72,3666.287
73,3736.278
74,3727.112
75,3673.509
76,3655.865
77,3687.949
78,3708.282
79,3625.986
80,3646.981
81,3704.671
