 ,Value
1,3552.575
2,3556.481
3,3603.463
4,3578.221
5,3505.343
6,3519.270
7,3529.395
8,3531.622
9,3524.165
10,3479.952
11,3465.903
12,3473.207
13,3466.876
14,3533.327
15,3521.789
16,3522.462
17,3515.341
18,3523.222
19,3507.408
20,3464.088
21,3496.213
22,3502.043
23,3551.731
24,3606.801
25,3581.524
26,3540.038
27,3523.915
28,3524.325
29,3504.604
30,3517.494
31,3554.676
32,3552.213
33,3495.979
34,3480.661
35,3504.164
36,3474.175
37,3485.951
38,3484.678
39,3500.335
40,3512.126
41,3476.338
42,3485.699
43,3513.915
44,3506.269
45,3464.523
46,3483.351
47,3484.061
48,3464.243
49,3473.854
50,3442.154
51,3455.184
52,3478.501
53,3430.588
54,3466.371
55,3494.836
56,3455.715
57,3456.847
58,3469.968
59,3494.368
60,3477.487
61,3488.598
62,3499.780
63,3455.367
64,3437.167
65,3433.823
66,3465.843
67,3417.128
68,3440.667
69,3449.160
70,3470.147
71,3492.904
72,3503.332
73,3452.048
74,3459.568
75,3458.159
76,3462.695
77,3457.471
78,3482.594
79,3463.167
80,3450.601
81,3449.179
82,3471.498
83,3498.474
84,3485.103
85,3457.504
86,3479.257
87,3434.071
88,3421.664
89,3430.164
90,3450.033
91,3457.620
92,3445.738
93,3430.495
94,3436.369
95,3454.588
96,3489.038
97,3502.618
98,3506.469
99,3497.455
100,3513.222
101,3501.303
102,3512.525
103,3535.288
104,3558.432
105,3510.214
