X	Y
842.000	483.000
841.797	483.979
841.596	484.958
841.398	485.938
841.206	486.919
841.021	487.901
840.845	488.885
840.680	489.871
840.527	490.859
840.387	491.849
840.263	492.840
840.155	493.834
840.064	494.830
839.992	495.827
839.938	496.825
839.905	497.824
839.892	498.823
839.900	499.823
839.930	500.822
839.981	501.820
840.052	502.817
840.145	503.813
840.259	504.806
840.393	505.796
840.547	506.784
840.721	507.768
840.912	508.749
841.120	509.727
841.345	510.701
841.584	511.672
841.838	512.638
842.104	513.602
842.385	514.561
842.678	515.517
842.983	516.469
843.300	517.417
843.629	518.361
843.970	519.301
844.321	520.236
844.684	521.168
845.058	522.095
845.443	523.017
845.839	523.935
846.247	524.848
846.666	525.755
847.096	526.658
847.538	527.554
847.991	528.445
848.457	529.329
848.935	530.207
849.427	531.078
849.931	531.941
850.451	532.795
850.984	533.640
851.533	534.475
852.099	535.299
852.682	536.111
853.283	536.910
853.906	537.692
854.550	538.456
855.218	539.200
855.912	539.919
856.633	540.611
857.381	541.275
858.154	541.908
858.951	542.512
859.769	543.086
860.607	543.631
861.461	544.150
862.328	544.647
863.206	545.125
864.091	545.590
864.980	546.047
865.870	546.503
866.757	546.962
867.639	547.432
868.513	547.918
869.375	548.424
870.222	548.955
871.056	549.505
871.880	550.072
872.695	550.651
873.504	551.237
874.310	551.828
875.116	552.421
875.923	553.010
876.734	553.594
877.552	554.169
878.378	554.732
879.216	555.277
880.068	555.800
880.935	556.297
881.821	556.759
882.727	557.182
883.653	557.557
884.600	557.877
885.563	558.144
886.539	558.359
887.525	558.526
888.517	558.648
889.513	558.730
890.512	558.777
891.511	558.793
892.511	558.783
893.510	558.751
894.508	558.703
895.506	558.642
896.503	558.573
897.500	558.500
