 ,Value
1,3613.153
2,3639.278
3,3635.219
4,3637.804
5,3617.268
6,3605.708
7,3614.078
8,3542.119
9,3532.089
10,3556.748
11,3530.954
12,3519.239
13,3522.661
14,3496.864
15,3511.785
16,3512.192
17,3532.018
18,3498.087
19,3519.146
20,3493.671
21,3471.394
22,3522.725
23,3465.290
24,3512.865
25,3502.898
26,3498.303
27,3490.520
28,3441.950
29,3436.452
30,3413.905
31,3475.709
32,3491.301
33,3533.888
34,3511.556
35,3525.932
36,3508.275
37,3542.652
38,3506.746
39,3563.053
40,3600.493
41,3566.439
42,3556.907
43,3603.670
44,3572.877
45,3563.047
46,3551.216
47,3579.514
48,3557.448
49,3589.373
50,3557.479
51,3514.402
52,3590.204
53,3606.129
54,3534.415
55,3512.789
56,3574.996
57,3584.514
58,3603.586
59,3623.963
60,3575.456
61,3568.444
62,3614.661
63,3629.233
64,3564.245
65,3525.505
66,3515.690
67,3521.558
68,3564.629
69,3580.858
70,3672.391
71,3631.668
72,3578.711
73,3588.422
74,3557.428
75,3516.943
76,3548.573
77,3548.701
78,3548.597
79,3558.984
80,3578.583
81,3623.659
82,3590.663
83,3593.835
84,3541.635
85,3575.055
86,3596.682
87,3628.442
88,3639.017
89,3585.382
90,3588.457
91,3580.548
92,3606.163
93,3599.531
94,3625.374
95,3629.007
96,3575.915
97,3642.060
98,3578.922
