 ,Value
1,3216.263
2,3215.462
3,3250.886
4,3255.287
5,3260.284
6,3230.507
7,3224.046
8,3220.736
9,3213.794
10,3222.075
11,3227.720
12,3246.178
13,3280.110
14,3259.321
15,3230.440
16,3245.508
17,3228.650
18,3237.921
19,3229.675
20,3255.209
21,3248.424
22,3229.603
23,3234.132
24,3230.034
25,3251.243
26,3238.457
27,3226.625
28,3239.982
29,3228.222
30,3236.183
31,3280.937
32,3247.656
33,3244.852
34,3236.083
35,3254.437
36,3238.961
37,3204.406
38,3215.081
39,3230.771
40,3254.764
41,3242.140
42,3234.556
43,3221.930
44,3258.111
45,3237.264
46,3247.345
47,3238.532
48,3245.744
49,3212.563
50,3223.911
51,3264.408
52,3226.771
53,3215.194
54,3237.464
55,3269.653
56,3300.704
57,3249.247
58,3229.706
59,3227.835
60,3251.086
61,3229.431
62,3235.869
63,3279.111
64,3280.904
65,3266.466
66,3230.969
67,3256.654
68,3279.803
69,3261.107
70,3244.253
71,3213.901
72,3237.523
73,3257.634
74,3273.966
75,3268.693
76,3235.663
77,3262.248
78,3235.006
79,3239.924
80,3264.804
81,3279.594
82,3271.156
83,3243.922
84,3249.169
85,3265.230
86,3261.489
87,3242.008
88,3237.247
89,3265.725
90,3263.888
91,3237.494
92,3219.787
93,3247.833
94,3250.999
95,3250.382
96,3242.547
97,3232.958
98,3195.375
99,3176.969
100,3194.448
101,3212.374
102,3250.647
103,3284.611
104,3233.080
105,3239.010
106,3224.467
