 ,Value
1,3237.446
2,3213.083
3,3194.673
4,3181.157
5,3195.154
6,3221.209
7,3235.374
8,3223.341
9,3196.487
10,3227.558
11,3247.000
12,3216.656
13,3233.554
14,3196.219
15,3198.164
16,3196.270
17,3212.549
18,3226.933
19,3213.402
20,3195.936
21,3197.506
22,3211.220
23,3224.767
24,3210.924
25,3198.461
26,3192.955
27,3221.397
28,3226.998
29,3221.773
30,3234.314
31,3206.736
32,3208.475
33,3218.487
34,3211.823
35,3211.593
36,3203.131
37,3210.515
38,3202.959
39,3211.945
40,3230.425
41,3234.793
42,3211.347
43,3240.203
44,3233.094
45,3217.497
46,3231.567
47,3169.930
48,3203.878
49,3195.364
50,3204.553
51,3190.131
52,3184.976
53,3217.826
54,3242.753
55,3249.416
56,3213.794
57,3198.103
58,3232.770
59,3238.119
60,3245.421
61,3250.831
62,3222.469
63,3198.448
64,3223.990
65,3220.886
66,3212.763
67,3239.659
68,3226.164
69,3228.515
70,3232.233
71,3241.910
72,3227.792
73,3218.661
74,3213.553
75,3213.736
76,3238.809
77,3210.476
78,3237.771
79,3231.058
80,3231.307
81,3241.635
82,3254.958
83,3234.116
84,3207.849
85,3207.415
86,3223.841
87,3217.051
88,3230.524
89,3207.167
90,3230.861
91,3245.642
92,3218.610
93,3215.358
94,3196.915
95,3208.043
96,3235.905
97,3233.602
98,3213.458
99,3235.825
100,3232.486
101,3233.975
102,3228.912
103,3248.438
104,3261.306
105,3226.568
106,3222.673
