 ,Value
1,3293.015
2,3305.359
3,3357.259
4,3309.227
5,3319.785
6,3301.680
7,3311.448
8,3321.382
9,3293.116
10,3299.354
11,3324.354
12,3301.693
13,3319.317
14,3303.502
15,3311.483
16,3290.566
17,3329.253
18,3305.869
19,3290.031
20,3287.861
21,3318.893
22,3320.877
23,3292.298
24,3320.339
25,3324.124
26,3312.163
27,3287.685
28,3295.075
29,3305.177
30,3314.231
31,3309.612
32,3299.505
33,3316.215
34,3300.214
35,3356.363
36,3339.466
37,3308.675
38,3324.876
39,3335.169
40,3322.451
41,3319.882
42,3295.794
43,3327.989
44,3333.758
45,3385.239
46,3333.542
47,3345.482
48,3369.002
49,3354.014
50,3306.402
51,3331.670
52,3331.213
53,3338.070
54,3335.275
55,3347.523
56,3316.560
57,3318.592
58,3304.125
59,3281.357
60,3298.137
61,3324.676
62,3307.904
63,3327.569
64,3285.852
65,3321.541
66,3282.368
67,3342.022
68,3305.673
69,3318.047
70,3301.153
71,3298.659
72,3334.194
73,3325.474
74,3357.761
75,3315.995
76,3338.380
77,3300.337
78,3308.116
79,3303.306
80,3348.184
