 ,Value
1,3327.726
2,3336.582
3,3302.165
4,3328.104
5,3339.061
6,3307.466
7,3251.300
8,3285.045
9,3333.457
10,3308.651
11,3283.215
12,3264.215
13,3258.438
14,3326.878
15,3308.837
16,3294.410
17,3272.718
18,3303.013
19,3292.496
20,3287.394
21,3317.224
22,3301.741
23,3275.937
24,3301.733
25,3289.349
26,3308.721
27,3296.346
28,3289.739
29,3337.190
30,3336.642
31,3305.947
32,3287.737
33,3262.514
34,3254.288
35,3307.432
36,3319.988
37,3315.587
38,3330.857
39,3296.667
40,3291.295
41,3306.660
42,3321.550
43,3291.115
44,3273.123
45,3288.140
46,3309.297
47,3318.595
48,3308.784
