 ,Value
1,3351.437
2,3408.788
3,3378.850
4,3376.130
5,3370.276
6,3433.088
7,3389.290
8,3389.066
9,3427.764
10,3400.076
11,3387.046
12,3390.274
13,3407.873
14,3383.642
15,3400.700
16,3414.591
17,3396.661
18,3373.538
19,3384.516
20,3333.246
21,3396.748
22,3357.006
23,3348.831
24,3370.962
25,3398.304
26,3377.557
27,3379.329
28,3313.386
29,3383.459
30,3384.512
31,3343.412
32,3376.740
33,3334.181
34,3292.436
35,3339.019
36,3359.996
37,3361.179
38,3383.054
39,3363.066
40,3386.514
41,3348.044
42,3306.916
43,3349.339
44,3388.832
45,3354.038
46,3379.451
47,3412.149
48,3373.150
49,3396.664
50,3402.551
51,3340.882
52,3370.798
53,3413.365
54,3335.102
55,3336.468
56,3382.144
57,3431.010
58,3375.279
