 ,Value
1,3425.687
2,3396.418
3,3406.590
4,3416.848
5,3414.904
6,3398.178
7,3362.078
8,3420.847
9,3457.114
10,3384.117
11,3430.628
12,3441.682
13,3422.005
14,3365.941
15,3427.462
16,3405.115
17,3442.285
18,3371.264
19,3407.326
20,3426.339
21,3405.952
22,3419.740
23,3407.802
24,3379.395
25,3387.270
26,3404.999
27,3379.851
28,3386.532
29,3454.454
30,3416.405
31,3355.197
32,3418.272
33,3410.198
34,3379.610
35,3402.603
36,3396.066
37,3377.183
38,3379.874
39,3421.360
40,3385.801
41,3402.501
42,3367.093
43,3342.269
44,3379.153
45,3399.152
46,3349.925
47,3396.249
48,3372.142
49,3385.005
50,3362.907
51,3365.995
52,3372.154
53,3357.519
54,3429.916
55,3435.581
56,3399.119
57,3352.354
58,3345.086
59,3377.724
60,3370.124
61,3363.238
62,3366.114
63,3374.249
64,3375.701
65,3384.720
66,3370.232
67,3351.015
68,3366.880
69,3296.562
70,3352.859
71,3363.652
72,3357.257
73,3364.642
74,3347.104
75,3363.111
76,3367.322
77,3372.007
78,3355.868
79,3381.719
