 ,Value
1,3397.877
2,3346.569
3,3436.274
4,3393.435
5,3384.586
6,3376.424
7,3389.506
8,3416.936
9,3344.306
10,3404.863
11,3393.594
12,3351.905
13,3400.989
14,3401.733
15,3377.430
16,3371.357
17,3374.647
18,3412.893
19,3378.775
20,3357.439
21,3388.397
22,3343.946
23,3340.081
24,3380.487
25,3353.048
26,3409.701
27,3413.887
28,3378.626
29,3302.079
30,3351.597
31,3381.678
32,3392.057
33,3348.272
34,3347.272
35,3341.753
36,3331.063
37,3346.174
38,3372.367
39,3368.138
40,3342.612
41,3321.684
42,3397.617
43,3337.561
44,3338.158
45,3394.441
46,3394.135
47,3327.644
48,3324.111
49,3385.431
50,3375.744
51,3356.635
52,3388.147
53,3409.737
54,3372.796
55,3375.135
56,3394.751
57,3403.515
58,3374.848
59,3354.517
60,3368.897
61,3361.755
62,3386.130
63,3385.345
64,3328.135
65,3388.638
66,3344.493
67,3338.643
68,3329.114
69,3355.932
70,3339.023
71,3345.997
72,3354.178
73,3358.211
74,3401.030
75,3382.025
