X	Y
209.000	295.000
209.905	294.583
210.809	294.166
211.713	293.748
212.617	293.330
213.521	292.910
214.424	292.490
215.326	292.068
216.228	291.644
217.129	291.219
218.028	290.792
218.927	290.362
219.824	289.929
220.720	289.494
221.615	289.055
222.507	288.613
223.398	288.167
224.287	287.717
225.173	287.263
226.058	286.804
226.939	286.341
227.818	285.872
228.694	285.397
229.566	284.916
230.435	284.429
231.300	283.935
232.161	283.434
233.017	282.925
233.869	282.408
234.715	281.883
235.555	281.348
236.390	280.804
237.218	280.250
238.038	279.685
238.851	279.109
239.655	278.521
240.450	277.921
241.235	277.308
242.009	276.681
242.771	276.040
243.520	275.383
244.255	274.711
244.975	274.022
245.678	273.317
246.363	272.594
247.031	271.854
247.681	271.100
248.313	270.330
248.930	269.548
249.530	268.753
250.115	267.947
250.686	267.131
251.245	266.306
251.791	265.473
252.328	264.634
252.855	263.789
253.375	262.939
253.888	262.085
254.398	261.229
254.905	260.372
255.410	259.514
255.917	258.656
256.425	257.799
256.938	256.945
257.456	256.095
257.982	255.249
258.517	254.408
259.062	253.574
259.619	252.749
260.189	251.932
260.775	251.126
261.374	250.331
261.987	249.545
262.611	248.769
263.246	248.001
263.890	247.241
264.541	246.488
265.200	245.740
265.864	244.998
266.532	244.259
267.204	243.524
267.878	242.790
268.554	242.059
269.230	241.327
269.906	240.595
270.580	239.862
271.252	239.126
271.920	238.387
272.583	237.644
273.240	236.895
273.889	236.140
274.530	235.378
275.162	234.607
275.781	233.827
276.388	233.037
276.979	232.236
277.554	231.422
278.110	230.595
278.647	229.757
279.167	228.907
279.668	228.046
280.152	227.175
280.619	226.296
281.070	225.407
281.505	224.511
281.926	223.609
282.333	222.699
282.727	221.784
283.109	220.864
283.480	219.940
283.841	219.012
284.193	218.080
284.537	217.145
284.875	216.208
285.206	215.269
285.534	214.328
285.858	213.386
286.179	212.443
286.500	211.500
