 ,Value
1,3621.329
2,3614.926
3,3570.759
4,3593.821
5,3624.228
6,3689.848
7,3690.494
8,3627.584
9,3636.198
10,3619.102
11,3621.803
12,3683.150
13,3638.756
14,3687.026
15,3635.603
16,3632.929
17,3698.694
18,3678.224
19,3733.438
20,3674.941
21,3706.862
22,3709.933
23,3710.814
24,3634.190
25,3625.320
26,3699.264
27,3746.525
28,3665.476
29,3561.409
30,3620.297
31,3635.138
32,3697.009
33,3699.687
34,3732.133
35,3753.865
36,3737.514
37,3735.027
38,3730.062
39,3758.735
40,3743.748
41,3720.348
42,3747.209
43,3681.317
44,3708.525
45,3716.178
46,3749.159
47,3646.712
48,3604.856
49,3697.464
50,3663.786
51,3644.858
52,3740.179
53,3798.569
54,3825.609
55,3813.945
56,3793.061
57,3807.613
58,3751.854
59,3741.653
60,3721.074
61,3687.633
62,3729.283
63,3674.961
64,3671.289
65,3630.537
66,3628.996
67,3665.867
68,3712.335
69,3748.546
70,3707.691
71,3743.410
72,3732.448
73,3745.917
74,3757.466
75,3755.844
76,3752.040
77,3712.780
78,3719.637
79,3762.602
80,3799.714
81,3768.397
82,3756.587
83,3739.251
84,3705.776
85,3732.411
86,3639.937
87,3684.952
88,3703.311
89,3650.383
90,3689.601
91,3706.260
92,3719.888
93,3763.341
94,3783.964
95,3763.374
96,3805.427
97,3804.690
98,3782.463
99,3714.364
100,3768.246
101,3772.992
102,3810.213
103,3842.901
104,3856.924
105,3823.719
106,3892.647
107,3872.735
108,3811.352
109,3810.726
110,3751.116
111,3738.711
112,3804.334
113,3744.714
114,3805.485
115,3828.954
116,3822.773
117,3824.695
118,3698.172
119,3746.512
120,3758.844
121,3816.643
122,3810.446
123,3754.716
124,3708.348
125,3761.862
126,3762.364
127,3824.188
128,3828.448
129,3729.344
