 ,Value
1,4099.522
2,4065.651
3,4080.391
4,4045.771
5,4104.101
6,3966.815
7,4010.981
8,3978.176
9,3926.301
10,4067.517
11,4024.220
12,4101.458
13,3996.038
14,4030.251
15,4038.757
16,3966.903
17,4022.832
18,3971.840
19,3940.325
20,3889.504
21,3994.043
22,3974.532
23,4013.234
24,4061.468
25,4045.748
26,3997.719
27,3926.989
28,3977.690
29,3986.655
30,4024.025
31,4000.637
32,4034.459
33,4070.837
34,4172.669
35,4045.328
36,4031.871
37,4161.716
38,4090.948
39,4043.281
40,4073.961
41,4114.784
42,4006.207
43,4003.897
44,3965.332
45,3904.875
46,3915.071
47,3884.921
48,3947.147
49,3920.299
50,3862.909
51,3878.272
52,3878.782
53,3965.489
54,3936.177
55,3929.109
56,3836.082
57,3875.595
58,4001.235
59,3918.879
60,3996.980
61,3972.333
62,4000.027
63,4092.930
64,4157.506
65,4092.503
66,4157.429
67,4183.501
68,4159.333
69,4141.342
70,4045.556
71,4010.882
72,4010.072
73,4105.010
74,4110.484
75,4036.578
76,4100.745
77,4111.112
78,4100.552
79,4157.608
80,4065.011
81,4002.714
82,4052.111
83,4147.970
84,4194.937
85,4078.632
86,4107.194
87,4221.651
88,4265.526
89,4270.761
90,4242.007
91,4270.196
92,4283.200
93,4217.803
94,4177.708
95,4288.461
96,4309.421
97,4243.644
98,4330.083
99,4353.190
100,4342.360
101,4342.517
102,4264.873
103,4277.488
104,4271.090
