X	Y
284.000	695.000
283.275	694.308
282.551	693.617
281.827	692.924
281.104	692.232
280.381	691.539
279.659	690.844
278.938	690.149
278.218	689.453
277.499	688.755
276.782	688.056
276.066	687.355
275.353	686.652
274.641	685.947
273.932	685.240
273.225	684.530
272.520	683.818
271.819	683.103
271.120	682.385
270.425	681.664
269.733	680.940
269.045	680.212
268.361	679.481
267.681	678.745
267.005	678.006
266.334	677.262
265.668	676.514
265.006	675.763
264.348	675.008
263.694	674.249
263.044	673.487
262.398	672.721
261.755	671.953
261.116	671.182
260.479	670.409
259.846	669.633
259.215	668.855
258.586	668.075
257.960	667.293
257.336	666.510
256.713	665.726
256.092	664.940
255.472	664.153
254.853	663.365
254.235	662.577
253.617	661.789
253.000	661.000
