 ,Value
1,5302.048
2,4878.832
3,4762.328
4,4695.550
5,4756.963
6,4690.025
7,4712.004
8,4629.969
9,4649.675
10,4633.846
11,4658.659
12,4771.149
13,4634.973
14,4530.400
15,4597.678
16,4629.192
17,4586.257
18,4466.855
19,4502.415
20,4609.220
21,4500.417
22,4495.515
23,4435.092
24,4404.276
25,4425.454
26,4241.102
27,4339.365
28,4285.469
29,4233.472
30,4286.368
31,4131.394
32,4191.175
33,4294.172
34,4238.539
35,4256.880
36,4471.805
37,4452.137
38,4607.305
39,4621.729
40,4706.551
41,4903.210
42,4745.239
43,4832.222
44,4880.748
45,4904.002
46,4878.175
47,4888.969
48,4764.415
49,4712.386
50,4831.829
51,4674.489
