X	Y
275.000	734.000
274.277	733.311
273.553	732.622
272.831	731.932
272.109	731.241
271.388	730.550
270.669	729.857
269.951	729.162
269.235	728.465
268.521	727.766
267.810	727.064
267.102	726.360
266.396	725.652
265.694	724.942
264.996	724.227
264.302	723.509
263.611	722.787
262.926	722.060
262.245	721.329
261.570	720.593
260.900	719.852
260.236	719.106
259.578	718.354
258.927	717.596
258.282	716.833
257.645	716.063
257.016	715.288
256.395	714.505
255.781	713.717
255.177	712.921
254.581	712.120
253.992	711.312
253.411	710.500
252.838	709.681
252.272	708.858
251.713	708.031
251.160	707.198
250.613	706.362
250.073	705.522
249.538	704.679
249.008	703.831
248.483	702.981
247.963	702.128
247.448	701.273
246.936	700.415
246.428	699.554
245.924	698.692
245.423	697.828
244.924	696.962
244.428	696.095
243.934	695.227
243.442	694.357
242.952	693.487
242.463	692.616
241.975	691.744
241.487	690.872
241.000	690.000
