 ,Value
1,5957.524
2,5596.266
3,5246.738
4,5090.390
5,5069.195
6,5279.057
7,5581.956
8,5553.915
9,5299.575
10,5265.930
11,5244.074
12,5230.594
13,4945.892
14,4725.918
15,4581.887
16,4647.035
17,4518.127
18,4568.790
19,4728.156
20,4764.587
21,5034.092
22,5346.164
23,5477.321
24,5558.936
25,5137.699
26,4891.796
27,4769.651
28,4790.062
29,4858.971
30,5030.635
31,5234.751
32,5264.290
33,5158.385
34,5220.894
35,5086.057
36,4837.766
37,4859.998
38,4826.557
39,4554.879
40,4346.713
41,4176.420
42,4213.593
43,4400.744
44,4307.629
45,4438.425
46,4487.484
47,4488.373
48,4449.024
49,4632.123
50,4701.978
51,5117.753
52,5557.139
53,5797.141
54,5939.990
55,6069.913
56,6068.340
57,5907.078
