 ,Value
1,3182.250
2,3197.963
3,3216.514
4,3199.181
5,3185.702
6,3207.490
7,3183.602
8,3202.606
9,3223.614
10,3222.823
11,3208.750
12,3244.529
13,3259.629
14,3239.389
15,3199.831
16,3215.260
17,3193.227
18,3232.689
19,3228.669
20,3219.409
21,3201.652
22,3209.742
23,3177.449
24,3195.298
25,3183.139
26,3192.975
27,3219.478
28,3190.451
29,3193.496
30,3226.012
31,3233.701
32,3182.043
33,3194.001
34,3216.255
35,3201.632
36,3175.929
37,3231.547
38,3219.519
39,3209.124
40,3188.934
41,3180.299
42,3215.231
43,3213.058
44,3208.560
45,3191.479
46,3218.554
47,3209.135
48,3199.440
49,3209.512
50,3219.978
51,3237.189
52,3209.564
53,3206.878
54,3202.482
55,3190.173
56,3207.829
57,3211.600
58,3208.379
59,3208.337
60,3202.043
61,3220.585
62,3215.180
63,3202.930
64,3209.179
65,3251.523
66,3232.547
67,3196.192
68,3210.216
69,3215.668
70,3227.461
71,3234.855
72,3192.630
73,3193.486
74,3225.216
75,3211.503
76,3255.173
77,3235.619
