 ,Value
1,3423.376
2,3349.575
3,3358.503
4,3340.211
5,3348.707
6,3376.390
7,3374.554
8,3394.162
9,3399.774
10,3405.292
11,3406.876
12,3333.359
13,3353.303
14,3344.555
15,3396.889
16,3350.682
17,3314.564
18,3323.524
19,3382.655
20,3367.143
21,3394.519
22,3372.324
23,3331.725
24,3347.870
25,3343.388
26,3318.012
27,3354.206
28,3322.093
29,3355.279
30,3359.438
31,3364.748
32,3354.483
33,3374.367
34,3344.606
35,3364.723
36,3348.665
37,3322.806
38,3379.393
39,3392.534
40,3378.923
41,3427.327
42,3410.518
43,3352.469
44,3385.881
45,3359.473
46,3412.186
47,3376.823
48,3369.148
49,3384.635
50,3386.692
51,3400.005
52,3373.073
53,3375.874
54,3382.133
55,3408.810
56,3374.494
57,3370.000
58,3387.585
59,3419.316
60,3404.281
61,3376.856
62,3397.369
63,3379.320
64,3348.042
65,3358.302
66,3380.040
67,3384.892
68,3341.053
69,3356.062
70,3349.227
71,3373.225
72,3382.512
73,3368.616
74,3307.058
75,3348.669
76,3347.643
77,3377.764
78,3389.366
79,3427.691
80,3322.815
