 ,Value
1,3870.318
2,3777.420
3,3813.101
4,3792.283
5,3743.998
6,3827.247
7,3745.075
8,3813.229
9,3877.892
10,3922.730
11,3814.695
12,4005.690
13,4024.749
14,4131.953
15,4052.635
16,3997.014
17,4048.016
18,4002.783
19,3980.405
20,3897.849
21,3895.120
22,3883.138
23,3893.148
24,3756.175
25,3769.224
26,3844.856
27,3812.572
28,3826.915
29,3898.640
30,3920.245
31,3829.934
32,3811.990
33,3789.789
34,3843.843
35,3876.022
36,3872.230
37,3884.023
38,3800.701
39,3874.362
40,3928.121
41,3843.316
42,3750.503
43,3845.224
44,3858.301
45,3924.056
46,3898.799
47,3908.310
48,3822.436
49,3830.634
50,3875.994
51,3877.037
52,3907.905
53,3926.225
54,3892.922
55,3941.553
56,4002.570
57,3809.678
58,3782.532
59,3917.815
60,3912.133
61,3849.647
62,3900.043
63,3925.444
64,3891.461
65,3921.264
66,3978.270
67,3926.457
68,3917.317
69,3886.873
70,3877.902
71,3838.001
72,3867.151
73,3812.224
74,3735.714
75,3813.465
76,3791.918
77,3733.787
78,3734.039
79,3648.507
80,3645.199
81,3653.935
82,3643.602
83,3685.740
84,3676.225
85,3722.400
86,3747.289
87,3656.208
88,3582.993
89,3666.902
90,3671.416
91,3690.169
92,3650.957
93,3824.146
94,3706.701
95,3711.367
96,3740.073
97,3753.872
98,3817.221
99,3829.005
100,3783.952
101,3874.485
102,3872.957
