 ,Value
1,3793.912
2,3782.647
3,3780.204
4,3816.177
5,3889.671
6,3792.712
7,3747.711
8,3828.547
9,3876.448
10,3858.623
11,3883.145
12,3913.578
13,4021.175
14,3948.779
15,3981.633
16,3936.420
17,3922.424
18,3905.610
19,3834.991
20,3834.837
21,3794.951
22,3841.171
23,3751.057
24,3811.968
25,3785.642
26,3708.931
27,3801.087
28,3701.711
29,3632.683
30,3702.076
31,3670.803
32,3764.506
33,3691.421
34,3672.695
35,3720.743
36,3679.925
37,3769.042
38,3729.832
39,3773.507
40,3869.859
41,4000.289
42,3933.790
43,3919.086
44,3930.741
45,3968.481
46,3911.940
47,3903.354
48,3889.139
49,3937.930
50,3970.305
51,4001.813
52,4049.621
53,3979.036
54,4039.381
55,3943.827
56,3941.620
57,3948.125
58,3939.202
59,4026.082
60,3909.529
61,3880.571
62,3877.984
63,3987.440
64,3883.123
65,3895.624
66,3852.613
67,3790.153
68,3809.596
69,3818.207
70,3947.644
71,3889.108
72,3988.810
73,4002.474
74,3989.983
75,3882.900
76,3946.837
77,3906.580
78,3857.101
79,3932.208
80,3953.043
81,3930.674
82,3977.446
83,3963.340
84,3978.475
85,3857.631
86,3946.664
87,3909.937
88,3935.141
89,3863.545
90,3889.699
91,3822.133
92,3837.847
93,3850.170
94,3885.434
95,3870.331
96,3809.303
97,3885.722
98,3903.322
99,3863.562
100,3898.978
101,3854.833
102,3791.399
