X	Y
195.000	373.000
195.949	373.311
196.897	373.625
197.844	373.944
198.788	374.270
199.728	374.607
200.663	374.957
201.592	375.323
202.514	375.707
203.426	376.114
204.327	376.545
205.214	377.003
206.085	377.493
206.936	378.015
207.764	378.574
208.563	379.172
209.332	379.810
210.064	380.488
210.757	381.207
211.406	381.966
212.008	382.763
212.559	383.596
213.060	384.460
213.513	385.350
213.922	386.261
214.291	387.189
214.624	388.130
214.925	389.083
215.196	390.044
215.440	391.012
215.658	391.987
215.856	392.966
216.034	393.948
216.192	394.934
216.336	395.923
216.463	396.913
216.578	397.905
216.680	398.899
216.771	399.893
216.853	400.889
216.924	401.885
216.989	402.882
217.045	403.879
217.096	404.876
217.140	405.874
217.180	406.872
217.216	407.870
217.248	408.868
217.276	409.866
217.303	410.865
217.328	411.863
217.352	412.862
217.376	413.860
217.400	414.859
217.425	415.857
217.451	416.855
217.480	417.854
217.512	418.852
217.547	419.850
217.585	420.848
217.625	421.846
217.668	422.844
217.712	423.841
217.758	424.839
217.805	425.837
217.852	426.834
217.900	427.832
217.946	428.830
217.992	429.827
218.035	430.825
218.076	431.823
218.115	432.821
218.149	433.819
218.179	434.817
218.204	435.816
218.223	436.814
218.235	437.813
218.239	438.812
218.234	439.810
218.220	440.809
218.195	441.807
218.158	442.805
218.107	443.803
218.043	444.800
217.962	445.795
217.865	446.789
217.749	447.781
217.613	448.770
217.456	449.757
217.278	450.739
217.082	451.719
216.871	452.695
216.650	453.669
216.422	454.641
216.192	455.613
215.965	456.585
215.746	457.560
215.543	458.538
215.367	459.521
215.227	460.510
215.141	461.505
215.134	462.503
215.236	463.496
215.488	464.461
215.912	465.363
216.481	466.183
217.141	466.932
217.852	467.633
218.585	468.312
219.316	468.992
220.027	469.694
220.698	470.433
221.310	471.222
221.844	472.065
222.297	472.955
222.677	473.878
222.987	474.827
223.236	475.794
223.428	476.774
223.571	477.763
223.667	478.757
223.720	479.754
223.734	480.752
223.713	481.751
223.658	482.748
223.570	483.743
223.453	484.735
223.308	485.723
223.135	486.706
222.937	487.685
222.713	488.658
222.466	489.626
222.195	490.587
221.902	491.542
221.587	492.490
221.252	493.431
220.899	494.365
220.527	495.292
220.137	496.211
219.730	497.123
219.306	498.027
218.867	498.924
218.411	499.813
217.941	500.694
217.456	501.567
216.956	502.432
216.441	503.288
215.913	504.135
215.371	504.974
214.815	505.804
214.245	506.624
213.661	507.434
213.065	508.235
212.454	509.025
211.829	509.804
211.191	510.572
210.539	511.329
209.873	512.073
209.192	512.804
208.497	513.521
207.787	514.223
207.062	514.910
206.322	515.581
205.568	516.236
204.800	516.874
204.019	517.496
203.224	518.102
202.418	518.691
201.601	519.265
200.773	519.824
199.935	520.368
199.089	520.898
198.234	521.414
197.372	521.918
196.503	522.411
195.629	522.893
194.749	523.365
193.864	523.829
192.976	524.286
192.084	524.736
191.191	525.182
190.295	525.623
189.398	526.062
188.500	526.500
