 ,Value
1,3709.834
2,3738.830
3,3666.850
4,3712.813
5,3753.702
6,3658.086
7,3647.210
8,3684.491
9,3747.322
10,3747.222
11,3715.391
12,3656.882
13,3671.196
14,3693.557
15,3716.111
16,3709.732
17,3715.734
18,3682.141
19,3669.708
20,3652.966
21,3709.054
22,3729.123
23,3677.738
24,3646.336
25,3677.781
26,3671.793
27,3636.369
28,3625.321
29,3647.556
30,3649.401
31,3667.850
32,3608.133
33,3643.474
34,3592.525
35,3598.128
36,3575.747
37,3600.231
38,3521.472
39,3508.142
40,3502.445
41,3463.319
42,3509.441
43,3536.499
44,3524.915
45,3504.997
46,3455.266
47,3535.081
48,3587.856
49,3547.659
50,3553.019
51,3587.176
52,3515.435
53,3525.874
54,3550.571
55,3573.802
56,3556.057
57,3635.332
58,3655.994
59,3555.081
60,3577.477
61,3634.209
62,3586.027
63,3560.851
64,3594.377
65,3617.798
66,3615.936
67,3617.850
68,3591.240
69,3647.033
70,3617.625
71,3642.799
72,3602.612
73,3628.639
74,3547.097
75,3610.185
76,3631.671
77,3570.275
78,3560.169
79,3641.506
80,3640.666
81,3626.942
82,3627.332
83,3701.704
84,3779.882
85,3750.258
86,3754.198
87,3755.824
88,3755.439
89,3684.337
90,3724.104
91,3703.700
92,3696.346
93,3683.527
94,3740.770
95,3730.224
96,3692.395
97,3661.320
98,3672.240
99,3661.292
100,3672.270
101,3665.946
102,3761.711
103,3681.998
104,3651.377
105,3605.842
106,3659.077
107,3653.791
108,3590.988
109,3639.967
110,3602.570
111,3565.694
112,3550.283
113,3543.630
114,3613.498
115,3601.845
116,3562.965
117,3558.167
118,3489.126
119,3578.370
120,3563.661
121,3577.281
122,3599.095
123,3568.100
124,3563.326
125,3551.128
126,3545.551
127,3536.882
128,3576.988
129,3541.634
130,3558.918
131,3599.477
132,3620.548
133,3628.732
134,3608.235
135,3607.076
136,3587.377
137,3600.439
138,3571.509
139,3565.589
140,3630.621
141,3564.328
142,3590.175
143,3550.554
144,3552.759
145,3535.394
146,3543.210
147,3539.098
148,3553.963
