 ,Value
1,3390.239
2,3366.636
3,3360.454
4,3337.479
5,3333.530
6,3372.450
7,3377.129
8,3380.303
9,3360.044
10,3328.018
11,3340.291
12,3384.855
13,3411.480
14,3364.332
15,3429.772
16,3340.672
17,3352.653
18,3352.210
19,3361.684
20,3372.832
21,3360.005
22,3332.938
23,3362.173
24,3435.241
25,3366.579
26,3388.526
27,3353.317
28,3374.425
29,3349.496
30,3376.891
31,3385.653
32,3382.411
33,3331.094
34,3379.060
35,3390.693
36,3366.186
37,3374.697
38,3376.488
39,3365.635
40,3403.141
41,3367.304
42,3324.306
43,3324.454
44,3361.338
45,3370.866
46,3385.847
47,3381.410
48,3378.031
49,3362.833
50,3360.905
51,3384.234
52,3360.600
53,3355.448
54,3365.372
55,3380.372
56,3469.864
57,3414.709
58,3383.782
59,3361.564
60,3349.621
61,3411.496
62,3423.713
63,3406.701
64,3408.787
65,3402.450
66,3381.686
67,3402.090
68,3402.366
69,3432.306
70,3378.161
71,3364.455
72,3355.210
73,3349.809
74,3356.253
75,3361.459
76,3437.890
77,3444.675
78,3438.147
79,3396.900
80,3368.889
81,3344.008
82,3365.505
83,3417.349
84,3417.928
85,3408.219
86,3399.941
87,3357.442
88,3374.934
89,3392.432
90,3411.852
91,3399.634
92,3364.120
93,3375.466
94,3381.864
95,3384.855
96,3404.010
97,3381.957
98,3383.258
99,3378.842
100,3367.240
101,3362.190
102,3387.971
103,3401.648
104,3422.619
105,3391.437
106,3379.694
107,3366.254
108,3394.915
109,3408.221
110,3397.836
111,3410.686
112,3398.737
113,3372.046
114,3355.851
115,3349.894
116,3355.498
117,3379.112
118,3354.608
119,3343.852
120,3382.314
121,3416.627
122,3398.152
