 ,Value
1,3411.446
2,3392.136
3,3409.960
4,3417.451
5,3453.615
6,3435.177
7,3342.821
8,3372.444
9,3382.802
10,3341.450
11,3367.120
12,3362.120
13,3385.175
14,3404.423
15,3368.887
16,3342.261
17,3349.215
18,3388.153
19,3403.947
20,3385.256
21,3405.666
22,3369.466
23,3391.244
24,3390.355
25,3410.265
26,3419.532
27,3392.871
28,3377.174
29,3373.962
30,3381.611
31,3374.609
32,3361.694
33,3417.918
34,3413.367
35,3414.627
36,3352.855
37,3358.731
38,3364.426
39,3355.153
40,3393.707
41,3367.522
42,3388.579
43,3381.606
44,3388.202
45,3356.530
46,3326.497
47,3354.811
48,3390.058
49,3391.464
50,3413.572
51,3357.424
52,3348.093
53,3337.003
54,3318.577
55,3330.896
56,3364.537
57,3382.020
58,3432.752
59,3403.945
60,3411.821
61,3362.654
62,3393.473
63,3337.256
64,3369.700
65,3342.932
66,3307.645
67,3377.384
68,3343.055
69,3341.701
70,3363.590
71,3365.880
72,3351.470
73,3347.063
74,3316.863
75,3348.645
76,3350.056
77,3368.190
78,3381.635
79,3381.032
80,3342.717
81,3395.033
82,3369.267
83,3354.828
84,3364.429
85,3360.060
86,3403.716
87,3384.961
88,3363.218
89,3363.386
90,3348.234
91,3342.145
92,3325.578
93,3333.759
94,3333.497
95,3377.719
96,3349.849
97,3404.028
98,3444.387
99,3400.619
100,3421.381
101,3427.352
102,3379.844
103,3384.260
104,3380.163
105,3385.809
106,3363.225
107,3373.374
108,3365.917
109,3421.083
110,3410.431
111,3393.185
112,3421.177
113,3456.916
114,3438.072
115,3392.013
116,3357.873
117,3309.223
118,3381.987
119,3333.341
120,3346.504
121,3414.111
122,3364.234
123,3363.274
124,3353.874
125,3348.118
126,3368.245
127,3348.526
128,3325.141
129,3345.797
130,3311.551
131,3314.285
132,3337.769
133,3320.660
134,3347.215
135,3346.622
136,3337.750
137,3315.841
138,3343.904
139,3355.019
140,3383.591
141,3407.385
142,3440.080
