 ,Value
1,3522.583
2,3528.069
3,3513.437
4,3580.306
5,3631.947
6,3530.355
7,3543.861
8,3539.664
9,3539.650
10,3513.873
11,3627.222
12,3547.928
13,3568.555
14,3624.520
15,3593.681
16,3649.951
17,3692.651
18,3725.430
19,3635.243
20,3601.625
21,3582.637
22,3603.331
23,3583.790
24,3549.889
25,3529.556
26,3526.745
27,3449.461
28,3501.787
29,3500.570
30,3478.067
31,3474.020
32,3524.511
33,3558.575
34,3523.013
35,3537.864
36,3421.769
37,3447.294
38,3555.051
39,3506.035
40,3544.171
41,3496.439
42,3482.979
43,3512.023
44,3510.348
45,3516.023
46,3558.380
47,3600.507
48,3549.153
49,3586.984
50,3546.953
51,3572.436
52,3632.454
53,3625.053
54,3666.231
55,3530.904
56,3539.325
57,3551.890
58,3606.752
59,3575.564
60,3622.747
61,3531.429
62,3548.424
63,3623.671
64,3501.350
65,3468.587
66,3502.702
67,3516.832
68,3529.718
