X	Y
241.500	318.500
240.676	319.063
239.853	319.625
239.030	320.189
238.208	320.753
237.386	321.319
236.566	321.886
235.746	322.454
234.928	323.025
234.112	323.598
233.297	324.173
232.484	324.751
231.674	325.332
230.865	325.917
230.060	326.504
229.256	327.096
228.456	327.691
227.659	328.291
226.865	328.895
226.075	329.503
225.288	330.116
224.505	330.734
223.726	331.357
222.951	331.985
222.181	332.618
221.414	333.256
220.653	333.900
219.896	334.550
219.144	335.205
218.397	335.865
217.655	336.532
216.918	337.204
216.187	337.883
215.461	338.567
214.741	339.256
214.026	339.952
213.317	340.653
212.613	341.361
211.916	342.073
211.223	342.791
210.537	343.515
209.856	344.243
209.180	344.977
208.511	345.716
207.846	346.460
207.188	347.209
206.535	347.963
205.888	348.722
205.246	349.486
204.611	350.254
203.981	351.028
203.356	351.805
202.738	352.588
202.125	353.375
201.518	354.167
200.917	354.963
200.322	355.763
199.733	356.568
199.150	357.377
198.573	358.191
198.002	359.008
197.438	359.831
196.879	360.657
196.327	361.487
195.781	362.322
195.241	363.161
194.708	364.004
194.181	364.851
193.661	365.702
193.147	366.556
192.640	367.415
192.140	368.278
191.647	369.145
191.160	370.016
190.680	370.890
190.208	371.768
189.742	372.650
189.284	373.536
188.833	374.426
188.389	375.319
187.953	376.216
187.524	377.116
187.103	378.020
186.689	378.928
186.282	379.839
185.883	380.753
185.491	381.670
185.105	382.589
184.727	383.512
184.355	384.438
183.989	385.366
183.630	386.296
183.277	387.229
182.930	388.164
182.589	389.101
182.254	390.041
181.925	390.982
181.600	391.925
181.282	392.870
180.968	393.817
180.659	394.765
180.355	395.715
180.056	396.667
179.762	397.620
179.472	398.574
179.186	399.530
178.904	400.486
178.627	401.444
178.353	402.404
178.083	403.364
177.816	404.325
177.554	405.287
177.294	406.250
177.038	407.214
176.784	408.178
176.534	409.144
176.286	410.110
176.041	411.077
175.799	412.044
175.559	413.012
175.321	413.981
175.085	414.950
174.851	415.920
174.619	416.890
174.389	417.860
174.161	418.831
173.934	419.802
173.708	420.774
173.484	421.746
173.261	422.718
173.039	423.690
172.817	424.662
172.596	425.635
172.376	426.608
172.157	427.581
171.938	428.554
171.719	429.527
171.500	430.500
