X	Y
249.500	345.167
248.819	345.900
248.138	346.634
247.457	347.368
246.777	348.102
246.096	348.836
245.416	349.571
244.737	350.306
244.057	351.041
243.378	351.777
242.700	352.513
242.023	353.250
241.346	353.987
240.669	354.725
239.994	355.464
239.320	356.204
238.646	356.944
237.974	357.686
237.302	358.428
236.632	359.172
235.963	359.916
235.295	360.662
234.629	361.409
233.964	362.157
233.301	362.907
232.640	363.659
231.980	364.411
231.322	365.166
230.666	365.922
230.012	366.680
229.360	367.440
228.711	368.201
228.064	368.965
227.420	369.732
226.779	370.501
226.141	371.272
225.507	372.046
224.876	372.823
224.248	373.603
223.625	374.386
223.005	375.173
222.389	375.962
221.778	376.754
221.171	377.550
220.567	378.349
219.969	379.151
219.374	379.957
218.784	380.765
218.199	381.577
217.618	382.392
217.041	383.210
216.468	384.032
215.900	384.856
215.336	385.683
214.776	386.512
214.221	387.345
213.669	388.180
213.121	389.018
212.578	389.859
212.038	390.702
211.502	391.547
210.969	392.395
210.440	393.244
209.914	394.096
209.391	394.949
208.870	395.805
208.353	396.661
207.838	397.520
207.325	398.380
206.815	399.241
206.307	400.103
205.801	400.967
205.297	401.832
204.795	402.698
204.295	403.565
203.797	404.434
203.300	405.303
202.805	406.173
202.312	407.044
201.820	407.915
201.329	408.788
200.840	409.661
200.353	410.536
199.866	411.410
199.381	412.286
198.896	413.162
198.413	414.038
197.931	414.916
197.450	415.794
196.970	416.672
196.490	417.551
196.012	418.430
195.534	419.310
195.058	420.190
194.582	421.071
194.106	421.952
193.632	422.833
193.158	423.715
192.684	424.597
192.212	425.479
191.740	426.362
191.268	427.245
190.797	428.128
190.326	429.011
189.856	429.895
189.386	430.779
188.916	431.663
188.447	432.547
187.978	433.431
187.509	434.316
187.041	435.201
186.573	436.085
186.105	436.970
185.637	437.855
185.170	438.740
184.702	439.626
184.235	440.511
183.768	441.396
183.301	442.281
182.833	443.167
