 ,Value
1,3333.383
2,3335.482
3,3344.028
4,3319.846
5,3308.419
6,3327.670
7,3371.785
8,3345.948
9,3301.356
10,3331.554
11,3303.018
12,3280.477
13,3317.347
14,3295.926
15,3280.895
16,3309.810
17,3310.434
18,3312.382
19,3268.056
20,3281.734
21,3285.486
22,3322.791
23,3280.024
24,3309.936
25,3293.539
26,3328.808
27,3327.910
28,3319.470
29,3255.228
30,3272.133
31,3304.590
32,3327.952
33,3312.590
34,3327.467
35,3292.716
36,3317.094
37,3336.879
38,3355.178
39,3355.596
40,3406.167
41,3380.491
42,3336.690
43,3343.408
44,3331.112
45,3293.436
46,3309.133
47,3287.574
48,3282.972
49,3320.301
50,3316.997
51,3317.022
52,3349.716
53,3314.178
54,3332.678
55,3345.413
56,3301.834
57,3275.322
58,3301.110
59,3325.666
60,3249.971
61,3276.740
62,3315.993
63,3354.096
64,3332.964
65,3383.861
66,3361.610
67,3327.810
68,3331.399
69,3424.541
70,3386.723
71,3427.787
72,3425.304
73,3395.786
74,3408.456
75,3417.544
76,3377.810
77,3391.515
78,3430.299
79,3390.050
80,3450.046
81,3420.387
82,3368.634
83,3337.994
84,3304.167
85,3334.298
86,3352.754
87,3347.672
88,3307.492
89,3333.842
90,3357.719
91,3341.873
92,3322.560
93,3312.303
94,3315.009
95,3356.523
96,3344.021
97,3359.378
98,3398.882
99,3408.469
100,3343.586
101,3293.652
102,3299.680
103,3340.645
104,3361.946
105,3330.074
106,3317.501
107,3330.347
108,3340.989
109,3347.836
110,3361.040
111,3357.556
112,3333.029
113,3336.815
114,3336.146
115,3322.800
