 ,Value
1,3238.584
2,3248.785
3,3221.033
4,3212.537
5,3216.180
6,3230.675
7,3244.429
8,3246.756
9,3236.393
10,3254.452
11,3242.541
12,3291.221
13,3263.064
14,3224.146
15,3245.167
16,3228.113
17,3236.505
18,3205.833
19,3203.318
20,3214.000
21,3241.116
22,3212.492
23,3263.900
24,3269.271
25,3257.360
26,3256.909
27,3236.311
28,3221.593
29,3219.521
30,3258.187
31,3227.201
32,3241.303
33,3227.325
34,3212.993
35,3252.371
36,3222.405
37,3203.087
38,3242.119
39,3271.327
40,3242.109
41,3234.573
42,3216.885
43,3225.270
44,3258.162
45,3257.177
46,3285.516
47,3251.766
48,3248.211
49,3262.310
50,3243.976
51,3257.952
52,3246.137
53,3256.319
54,3231.886
55,3196.605
56,3244.943
57,3253.324
58,3245.491
59,3251.954
60,3272.392
61,3247.010
62,3229.364
63,3230.405
64,3246.573
65,3228.924
66,3244.579
67,3253.175
68,3232.119
69,3203.468
70,3199.743
71,3238.413
72,3253.388
73,3244.083
74,3259.201
75,3250.871
76,3235.543
77,3236.012
78,3236.311
79,3234.716
80,3270.097
81,3288.684
82,3267.189
83,3210.188
84,3243.877
85,3243.545
86,3229.368
87,3269.011
88,3265.786
