[sec],Mean
0.000,3208.5894
14.883,3221.0176
29.766,3222.4839
44.649,3214.5884
59.532,3218.1824
74.415,3225.3945
89.298,3222.2532
104.181,3227.4011
119.064,3225.4995
133.947,3211.7334
148.830,3211.7417
163.713,3211.7961
178.596,3215.3247
193.479,3222.3076
208.362,3221.1096
223.245,3213.2849
238.128,3216.2473
253.011,3212.0586
267.894,3224.5044
282.777,3221.2319
297.660,3208.3303
312.543,3228.3560
327.426,3226.8142
342.309,3215.6890
357.192,3216.7039
372.075,3223.9592
386.958,3219.5713
401.841,3224.1660
416.724,3219.1853
431.607,3215.4578
446.490,3220.5947
461.373,3218.0872
476.256,3217.1096
491.139,3215.8950
506.022,3222.7817
520.905,3224.2312
535.788,3226.0632
550.671,3229.7842
565.554,3212.9497
580.437,3232.0837
595.320,3219.9199
610.203,3210.5703
625.086,3219.0466
639.969,3213.4604
654.852,3223.1631
669.735,3223.3018
684.618,3234.1003
699.501,3225.3152
714.384,3220.7917
729.267,3213.2559
744.150,3225.8440
759.033,3228.7239
773.916,3213.6787
788.799,3229.0278
803.682,3230.6985
818.565,3226.7029
833.448,3221.8162
848.331,3228.4121
863.214,3222.1836
878.097,3225.4177
892.980,3216.4619
907.863,3215.1499
922.746,3215.6655
937.629,3221.7422
952.512,3221.8152
967.395,3222.0720
982.278,3221.7932
997.161,3220.1040
1012.044,3226.0793
1026.927,3230.7625
1041.810,3230.5178
1056.693,3248.8931
1071.576,3219.3254
1086.459,3224.4153
1101.342,3222.4934
1116.225,3214.6917
1131.108,3221.6013
1145.991,3235.8931
1160.874,3225.8884
1175.757,3220.7725
1190.640,3214.8308
1205.523,3218.3945
1220.406,3230.1973
1235.289,3224.8086
1250.172,3223.6707
1265.055,3229.4919
