[sec],Mean
0.000,3247.2000
6.511,3225.7710
13.022,3233.2451
19.533,3241.0229
26.044,3229.3081
32.555,3234.0151
39.066,3226.1155
45.577,3230.9802
52.088,3227.7097
58.599,3224.1262
65.110,3226.5779
71.621,3224.7542
78.132,3227.9517
84.643,3230.9128
91.154,3240.5752
97.665,3231.1729
104.176,3223.2781
110.687,3234.1675
117.198,3231.7305
123.709,3232.0725
130.220,3222.9851
136.731,3226.3074
143.242,3230.8760
149.753,3234.2632
156.264,3232.3318
162.775,3217.2307
169.286,3234.6135
175.797,3234.5894
182.308,3236.5991
188.819,3240.8291
195.330,3237.5312
201.841,3222.7375
208.352,3233.0376
214.863,3236.1021
221.374,3235.2747
227.885,3227.1453
234.396,3231.1897
240.907,3231.9985
247.418,3230.2122
253.929,3230.7417
260.440,3224.1355
266.951,3239.6594
273.462,3231.7744
279.973,3232.2842
286.484,3239.8752
292.995,3216.9702
299.506,3230.6018
306.017,3232.5906
312.528,3244.0581
319.039,3229.1863
325.550,3243.7109
332.061,3238.6736
338.572,3229.3572
345.083,3231.3196
351.594,3227.1362
358.105,3229.9758
364.616,3239.5020
371.127,3234.4226
377.638,3236.9839
384.149,3220.1848
390.660,3231.9180
397.171,3225.4473
403.682,3238.2227
410.193,3245.6631
416.704,3228.9875
423.215,3230.1863
429.726,3239.4058
436.237,3233.3633
442.748,3227.3506
449.259,3241.3606
455.770,3239.3787
462.281,3232.5408
468.792,3230.1941
475.303,3232.6816
481.814,3238.0579
488.325,3220.2144
494.836,3234.6787
501.347,3239.3372
507.858,3232.2830
514.369,3231.2869
520.880,3234.5439
527.391,3230.8760
533.902,3226.5452
540.413,3232.3877
546.924,3231.7837
553.435,3229.1443
559.946,3232.3167
566.457,3238.0205
572.968,3226.0298
579.479,3247.3018
585.990,3237.3848
592.501,3232.6660
599.012,3230.6423
605.523,3231.3635
612.034,3222.8677
618.545,3231.5750
625.056,3232.5571
631.567,3225.7644
638.078,3229.9011
644.589,3225.2949
651.100,3238.9207
657.611,3229.1321
664.122,3239.0405
670.633,3228.5173
677.144,3225.6379
683.655,3226.6724
690.166,3227.3042
696.677,3223.8306
703.188,3231.7507
709.699,3230.1455
716.210,3220.7756
722.721,3229.6807
729.232,3234.5286
735.743,3236.7209
742.254,3232.2471
748.765,3234.4285
755.276,3230.2920
761.787,3236.8047
768.298,3224.7527
774.809,3234.1533
781.320,3232.8745
787.831,3241.2068
794.342,3237.2305
800.853,3229.7292
807.364,3234.4927
813.875,3236.0193
820.386,3223.9260
826.897,3232.5713
833.408,3223.9810
839.919,3237.0623
846.430,3237.6807
