 ,Mean,Min,Max,Angle,Median,Ch,Frame,Length
1,4152.283,3252,5306,-129.472,4152.000,1,1,88.091
2,4167.974,3310,5190,-129.472,4175.000,1,2,88.091
3,3931.945,3340,4774,-129.472,3927.000,1,3,88.091
4,3971.189,3244,4748,-129.472,3956.500,1,4,88.091
5,3963.099,3280,4685,-129.472,3954.500,1,5,88.091
6,4001.906,3329,5009,-129.472,3985.500,1,6,88.091
7,4016.581,3267,4867,-129.472,4022.500,1,7,88.091
8,4031.326,3328,4901,-129.472,4017.000,1,8,88.091
9,4048.887,3296,4997,-129.472,4032.000,1,9,88.091
10,4059.976,3291,4946,-129.472,4044.500,1,10,88.091
11,4060.286,3338,4762,-129.472,4048.500,1,11,88.091
12,4075.337,3325,5046,-129.472,4064.500,1,12,88.091
13,4061.513,3398,4955,-129.472,4051.500,1,13,88.091
14,4067.813,3308,4978,-129.472,4058.000,1,14,88.091
15,4068.197,3313,5039,-129.472,4066.000,1,15,88.091
16,4070.210,3419,4906,-129.472,4066.000,1,16,88.091
17,4087.058,3336,5065,-129.472,4084.500,1,17,88.091
18,4091.411,3404,4889,-129.472,4082.000,1,18,88.091
19,4076.717,3378,5019,-129.472,4068.500,1,19,88.091
20,4065.006,3359,5174,-129.472,4061.500,1,20,88.091
21,4086.024,3279,4834,-129.472,4085.000,1,21,88.091
22,4100.220,3400,4937,-129.472,4096.000,1,22,88.091
23,4086.388,3346,5011,-129.472,4078.500,1,23,88.091
24,4091.897,3497,5014,-129.472,4072.500,1,24,88.091
25,4102.485,3286,4870,-129.472,4093.500,1,25,88.091
26,4086.907,3515,4844,-129.472,4073.500,1,26,88.091
27,4090.872,3426,4839,-129.472,4075.000,1,27,88.091
28,4077.105,3489,5302,-129.472,4074.000,1,28,88.091
29,4084.039,3343,4827,-129.472,4076.500,1,29,88.091
30,4079.429,3527,4839,-129.472,4073.000,1,30,88.091
31,4106.731,3433,4866,-129.472,4095.500,1,31,88.091
32,4085.173,3483,5008,-129.472,4073.500,1,32,88.091
33,4082.638,3463,4935,-129.472,4063.000,1,33,88.091
34,4087.760,3483,5063,-129.472,4068.500,1,34,88.091
35,4098.812,3457,4925,-129.472,4089.000,1,35,88.091
36,4076.471,3466,4998,-129.472,4063.500,1,36,88.091
37,4072.726,3454,4872,-129.472,4055.000,1,37,88.091
38,4066.612,3372,5010,-129.472,4040.000,1,38,88.091
39,4085.547,3452,4877,-129.472,4067.000,1,39,88.091
40,4069.043,3447,4939,-129.472,4052.500,1,40,88.091
41,4092.251,3420,5039,-129.472,4078.500,1,41,88.091
42,4111.622,3506,4957,-129.472,4101.000,1,42,88.091
43,4072.601,3412,4905,-129.472,4065.000,1,43,88.091
44,4055.528,3461,5092,-129.472,4050.000,1,44,88.091
45,4068.308,3329,4915,-129.472,4044.500,1,45,88.091
46,4074.663,3428,5048,-129.472,4070.000,1,46,88.091
47,4046.979,3448,4832,-129.472,4028.500,1,47,88.091
48,4074.147,3377,4866,-129.472,4062.000,1,48,88.091
49,4052.944,3461,4898,-129.472,4038.000,1,49,88.091
50,4078.274,3543,5194,-129.472,4068.500,1,50,88.091
51,4078.479,3430,4985,-129.472,4059.500,1,51,88.091
52,4059.589,3437,4832,-129.472,4044.500,1,52,88.091
53,4032.473,3393,4905,-129.472,4017.000,1,53,88.091
54,4055.012,3442,5037,-129.472,4038.500,1,54,88.091
55,4051.249,3344,5126,-129.472,4025.000,1,55,88.091
