[sec],Mean
0.000,3218.1296
14.886,3224.9773
29.771,3212.8887
44.657,3224.0630
59.543,3206.5898
74.429,3209.1609
89.314,3217.6475
104.200,3207.4990
119.086,3215.6790
133.972,3211.1968
148.857,3220.9797
163.743,3208.3416
178.629,3214.5396
193.515,3214.4448
208.400,3220.9692
223.286,3223.8228
238.172,3214.3232
253.058,3208.7703
267.943,3210.1050
282.829,3224.1296
297.715,3220.1272
312.601,3216.9490
327.487,3206.1008
342.372,3212.5383
357.258,3208.3977
372.144,3210.5237
387.029,3229.5869
401.915,3212.1018
416.801,3211.8765
431.687,3208.6934
446.573,3205.7415
461.458,3218.7869
476.344,3216.3218
491.230,3215.6538
506.115,3215.8713
521.001,3209.5886
535.887,3227.0518
550.773,3205.7285
565.659,3210.9785
580.544,3216.8257
595.430,3221.7297
610.316,3220.5056
625.201,3217.8940
640.087,3212.0439
654.973,3227.4341
669.859,3213.1958
684.745,3216.8530
699.630,3213.7393
714.516,3208.1086
729.402,3209.4685
744.287,3220.3408
759.173,3214.0613
774.059,3221.6682
788.945,3216.6890
803.831,3210.4053
818.716,3218.8938
833.602,3203.0657
848.488,3215.4141
863.373,3216.8506
878.259,3217.1892
893.145,3222.1436
908.031,3215.8855
922.917,3214.9897
937.802,3213.0229
952.688,3219.1489
967.574,3210.1924
982.459,3218.0979
997.345,3216.0308
1012.231,3214.1697
1027.117,3221.4470
1042.002,3203.4453
1056.888,3206.8230
1071.774,3225.8743
1086.660,3227.9314
1101.546,3213.5466
1116.431,3215.3770
1131.317,3219.2793
1146.203,3215.4670
1161.089,3212.5017
1175.974,3211.8757
1190.860,3204.4070
1205.746,3224.1018
1220.631,3210.0955
1235.517,3216.5505
1250.403,3207.4958
1265.289,3216.7048
