X	Y
302.000	236.000
301.012	236.159
300.025	236.320
299.038	236.486
298.053	236.660
297.069	236.843
296.088	237.039
295.110	237.249
294.135	237.477
293.166	237.724
292.202	237.992
291.245	238.284
290.296	238.603
289.357	238.947
288.429	239.322
287.514	239.725
286.613	240.161
285.728	240.627
284.860	241.125
284.012	241.655
283.183	242.216
282.376	242.806
281.590	243.426
280.828	244.074
280.088	244.747
279.368	245.443
278.669	246.158
277.988	246.891
277.324	247.640
276.678	248.404
276.047	249.180
275.431	249.969
274.830	250.769
274.242	251.578
273.667	252.397
273.103	253.223
272.551	254.058
272.010	254.900
271.480	255.748
270.959	256.602
270.448	257.462
269.946	258.328
269.452	259.198
268.967	260.073
268.490	260.953
268.020	261.836
267.558	262.723
267.103	263.614
266.654	264.509
266.212	265.406
265.777	266.307
265.347	267.211
264.923	268.117
264.506	269.026
264.093	269.938
263.686	270.852
263.284	271.768
262.887	272.687
262.495	273.607
262.108	274.530
261.725	275.454
261.347	276.380
260.973	277.309
260.603	278.238
260.238	279.170
259.876	280.103
259.519	281.037
259.167	281.974
258.818	282.912
258.474	283.851
258.135	284.792
257.800	285.735
257.470	286.680
257.145	287.626
256.824	288.574
256.509	289.523
256.198	290.475
255.893	291.427
255.592	292.382
255.297	293.338
255.007	294.295
254.722	295.254
254.442	296.215
254.167	297.177
253.897	298.140
253.633	299.105
253.373	300.072
253.119	301.040
252.870	302.009
252.626	302.979
252.387	303.951
252.153	304.923
251.924	305.897
251.700	306.872
251.481	307.849
251.266	308.826
251.056	309.804
250.850	310.783
250.649	311.763
250.451	312.744
250.259	313.726
250.070	314.709
249.885	315.692
249.705	316.676
249.529	317.661
249.357	318.647
249.190	319.633
249.027	320.620
248.868	321.608
248.713	322.597
248.563	323.586
248.418	324.576
248.277	325.567
248.140	326.558
248.008	327.550
247.881	328.542
247.759	329.535
247.641	330.529
247.528	331.523
247.420	332.517
247.317	333.513
247.219	334.508
247.126	335.505
247.038	336.501
246.956	337.499
246.879	338.496
246.807	339.494
246.742	340.492
246.681	341.491
246.627	342.490
246.579	343.490
246.537	344.489
246.501	345.489
246.471	346.489
246.448	347.490
246.432	348.490
246.423	349.491
246.422	350.491
246.429	351.492
246.445	352.492
246.468	353.492
246.501	354.492
246.543	355.492
246.594	356.491
246.655	357.490
246.726	358.488
246.808	359.485
246.900	360.481
247.003	361.477
247.117	362.471
247.242	363.463
247.379	364.454
247.528	365.444
247.689	366.431
247.863	367.417
248.048	368.400
248.246	369.381
248.457	370.359
248.680	371.334
248.916	372.306
249.166	373.275
249.428	374.241
249.703	375.203
249.990	376.161
250.289	377.116
250.600	378.067
250.921	379.015
251.253	379.959
251.594	380.899
251.944	381.837
252.304	382.770
252.671	383.701
253.046	384.629
253.429	385.553
253.818	386.475
254.215	387.393
254.617	388.310
255.025	389.223
255.438	390.134
255.856	391.043
256.279	391.950
256.706	392.855
257.137	393.758
257.572	394.659
258.009	395.559
258.450	396.457
258.894	397.354
259.339	398.250
259.787	399.145
260.237	400.039
260.688	400.932
261.140	401.824
261.593	402.716
262.046	403.608
262.500	404.500
