 ,Value
1,3472.733
2,3450.827
3,3405.757
4,3429.047
5,3410.110
6,3405.354
7,3445.744
8,3421.073
9,3391.800
10,3413.022
11,3385.034
12,3393.048
13,3486.760
14,3491.130
15,3502.201
16,3419.445
17,3436.916
18,3416.104
19,3388.093
20,3409.583
21,3395.722
22,3362.528
23,3416.354
24,3369.087
25,3373.649
26,3386.514
27,3394.331
28,3376.799
29,3398.090
30,3424.018
31,3421.283
32,3413.271
33,3411.681
34,3417.398
35,3365.747
36,3361.575
37,3368.994
38,3352.785
39,3368.305
40,3368.819
41,3339.757
42,3332.907
43,3337.963
44,3324.434
45,3327.712
46,3335.313
47,3349.424
48,3356.772
49,3328.460
50,3396.535
51,3377.411
52,3390.060
53,3373.245
54,3407.107
55,3386.382
56,3346.198
57,3387.606
58,3394.046
59,3351.376
60,3390.591
61,3370.918
62,3364.401
63,3376.029
64,3416.374
65,3369.767
66,3396.936
67,3360.351
68,3367.956
69,3358.558
70,3403.616
71,3354.645
72,3302.061
73,3365.205
74,3322.978
75,3346.644
76,3352.945
77,3380.247
78,3364.578
79,3396.745
80,3375.240
81,3362.020
82,3404.616
83,3343.626
84,3353.550
85,3394.204
86,3349.507
87,3419.971
88,3386.118
89,3414.090
90,3418.486
91,3365.121
92,3349.883
93,3361.770
94,3407.493
95,3396.158
96,3363.977
97,3331.024
98,3348.689
99,3383.025
100,3422.030
101,3374.799
102,3419.852
103,3364.967
104,3427.435
105,3370.100
106,3444.074
107,3426.059
108,3438.432
109,3420.918
110,3378.045
111,3441.305
112,3460.175
113,3435.679
114,3383.044
115,3372.713
116,3392.410
117,3383.624
118,3397.832
119,3420.615
120,3428.991
121,3410.754
122,3440.886
123,3407.313
124,3381.041
125,3400.723
126,3413.848
127,3475.681
128,3448.550
129,3534.306
130,3498.384
131,3527.470
132,3508.362
133,3538.817
134,3520.908
135,3531.110
136,3564.270
137,3553.383
138,3572.891
139,3520.842
