 ,Value
1,3491.153
2,3454.531
3,3429.990
4,3469.450
5,3444.114
6,3466.299
7,3533.352
8,3487.244
9,3468.514
10,3463.394
11,3527.975
12,3490.048
13,3489.867
14,3493.804
15,3500.490
16,3522.690
17,3479.109
18,3489.312
19,3512.264
20,3456.117
21,3442.578
22,3449.366
23,3518.457
24,3470.729
25,3529.520
26,3480.579
27,3462.373
28,3458.311
29,3447.087
30,3501.014
31,3445.267
32,3408.625
33,3436.707
34,3450.937
35,3445.691
36,3448.135
37,3441.266
38,3477.822
39,3454.901
40,3482.051
41,3461.524
42,3421.630
43,3409.394
44,3434.339
45,3441.247
46,3457.513
47,3447.912
48,3452.807
49,3417.780
50,3468.836
51,3411.310
52,3425.826
53,3442.289
54,3402.147
55,3436.643
56,3414.205
57,3440.559
58,3511.215
59,3483.904
60,3452.923
61,3470.750
62,3470.689
63,3436.005
64,3446.619
65,3501.222
66,3456.081
67,3429.355
68,3462.781
69,3384.741
70,3481.399
71,3458.107
72,3466.430
73,3505.322
74,3470.332
75,3460.787
76,3423.894
77,3464.405
78,3493.509
79,3504.754
80,3475.400
81,3462.774
82,3411.803
83,3469.523
84,3482.312
85,3453.233
86,3450.397
87,3513.086
88,3481.975
89,3459.973
90,3495.726
91,3450.071
92,3453.076
93,3457.673
94,3532.065
