 ,Value
1,4052.494
2,4041.667
3,3990.769
4,3911.515
5,3997.954
6,4046.563
7,3997.620
8,3971.607
9,3924.194
10,3999.899
11,3999.141
12,3876.647
13,3995.189
14,4044.439
15,3975.549
16,3866.356
17,3881.775
18,3924.936
19,3866.282
20,3891.695
21,3809.204
22,3856.325
23,3896.307
24,3748.715
25,3782.889
26,3862.754
27,3877.181
28,3904.328
29,3912.552
30,3857.085
31,3938.652
32,3866.335
33,3842.952
34,3869.097
35,3861.283
36,3931.608
37,3782.837
38,3790.365
39,3851.961
40,3797.344
41,3764.954
42,3780.599
43,3791.164
44,3796.984
45,3799.628
46,3813.034
47,3737.857
48,3781.060
49,3907.688
50,3881.031
51,3893.212
52,3849.293
53,3830.257
54,3810.438
55,3843.604
56,3822.863
57,3790.273
58,3825.655
59,3825.287
60,3815.707
61,3814.354
62,3879.845
63,3778.664
64,3801.460
65,3808.077
66,3849.439
67,3791.994
68,3789.842
69,3802.810
70,3779.618
71,3771.921
72,3878.315
73,3904.683
74,3851.230
75,3820.695
76,3817.486
77,3873.196
78,3925.177
79,3982.974
80,3993.412
81,3983.414
82,3950.682
83,3925.024
84,3926.987
