 ,Value
1,3981.327
2,3994.065
3,4046.569
4,3990.797
5,3933.139
6,4000.676
7,3933.357
8,3994.891
9,3922.129
10,3936.116
11,4038.546
12,4020.402
13,3913.422
14,3857.715
15,3882.125
16,4053.638
17,3947.168
18,3985.649
19,3992.939
20,3991.070
21,3910.555
22,3902.305
23,4024.986
24,4083.784
25,3914.936
26,4000.375
27,3924.832
28,4061.518
29,4121.089
30,3981.727
31,4014.650
32,4026.660
33,3981.148
34,4069.353
35,4067.209
36,4015.140
37,3999.386
38,4073.968
39,3973.059
40,4025.036
41,4036.795
42,3995.204
43,4005.450
44,4052.840
45,4027.945
46,4026.244
47,4087.750
48,4047.396
49,4075.917
50,4020.577
51,4093.954
52,4075.179
53,4025.278
54,3978.351
55,3978.385
56,3985.313
57,3964.521
58,3999.245
59,3972.041
60,3899.519
61,3863.597
62,3961.763
63,3977.899
64,3884.961
65,3876.516
66,3965.356
67,4004.081
68,4019.584
69,3961.467
70,4006.408
71,3968.662
72,3876.361
73,3827.524
74,3872.802
75,3925.342
76,3936.004
77,3838.300
78,3795.897
79,3891.112
80,3919.268
81,3898.450
82,3939.417
83,3981.942
84,3889.639
85,3885.727
86,3901.922
87,3939.073
88,3966.464
89,3986.070
90,3945.129
91,3889.868
92,3930.102
