 ,Value
1,4727.693
2,4714.823
3,4931.490
4,4721.407
5,4605.065
6,4642.190
7,4633.834
8,4476.993
9,4558.154
10,4690.437
11,4663.402
12,4652.062
13,4663.439
14,4617.821
15,4879.700
16,4847.015
17,4890.545
18,4932.161
19,4881.408
20,4906.972
21,4781.307
22,4660.663
23,4611.480
24,4562.123
25,4669.631
26,4735.412
27,4720.351
28,4645.876
29,4629.542
30,4712.793
31,4706.313
32,4708.514
33,4666.074
34,4719.931
35,4811.849
36,4649.305
37,4748.352
38,4888.913
39,4847.899
40,4791.501
41,4735.143
42,4841.779
43,4785.655
44,4717.077
45,4698.669
46,4653.699
47,4739.861
48,4655.782
49,4526.699
50,4558.378
51,4536.168
52,4615.460
53,4554.283
54,4665.207
55,4610.190
56,4707.359
57,4717.752
58,4598.865
59,4658.663
60,4673.376
61,4594.542
62,4607.521
63,4419.927
64,4581.841
65,4560.601
66,4600.768
67,4600.633
68,4585.950
69,4688.882
70,4529.292
71,4463.106
72,4504.930
73,4535.300
74,4510.300
75,4442.633
76,4495.202
77,4446.146
78,4427.799
79,4414.272
80,4684.772
81,4503.566
82,4558.326
83,4495.359
84,4383.054
85,4522.436
86,4511.261
87,4433.756
88,4441.127
89,4456.211
90,4596.977
91,4633.502
92,4673.060
93,4460.401
94,4579.710
95,4612.819
96,4505.700
97,4665.444
98,4596.866
99,4647.399
100,4647.799
101,4533.851
102,4676.054
103,4700.675
104,4659.101
105,4843.292
106,4800.189
107,4724.746
108,4670.375
109,4729.301
110,4728.115
111,4801.398
112,4897.344
113,4797.240
114,4805.769
115,4972.293
116,4878.448
117,4756.914
118,4810.272
119,4801.251
120,4806.481
121,4785.598
122,4844.112
123,4785.918
124,4816.840
125,4985.433
126,4844.548
127,4780.477
128,4987.152
129,4921.668
130,5090.470
131,5089.683
132,4968.406
133,5027.799
134,5095.980
135,5076.091
136,5000.631
137,5009.907
138,5007.057
139,4971.295
140,4929.041
141,4988.069
142,4965.542
143,4974.208
144,4882.683
145,4680.624
146,4917.614
147,4988.499
148,4986.184
149,4843.246
150,4761.820
151,4898.606
152,4763.365
153,4751.234
154,4800.768
155,4787.013
156,4899.996
157,4907.014
158,4776.159
159,4832.254
160,4779.324
161,4695.510
162,4718.604
163,4775.025
164,5016.314
