 ,Value
1,3277.306
2,3259.044
3,3270.247
4,3257.516
5,3283.507
6,3291.007
7,3285.662
8,3256.461
9,3249.170
10,3269.032
11,3234.448
12,3246.895
13,3264.082
14,3246.913
15,3265.795
16,3251.590
17,3223.249
18,3275.818
19,3352.185
20,3292.174
21,3257.309
22,3266.162
23,3285.557
24,3292.246
25,3255.024
26,3290.732
27,3288.568
28,3283.156
29,3266.925
30,3264.758
31,3232.558
32,3296.958
33,3290.431
34,3306.762
35,3297.878
36,3305.446
37,3302.443
38,3312.299
39,3322.596
40,3323.153
41,3284.157
42,3304.876
43,3279.177
44,3268.671
45,3291.189
46,3301.961
47,3294.008
48,3319.662
49,3307.969
50,3340.845
51,3330.665
52,3347.373
53,3332.420
54,3302.127
55,3302.892
56,3278.786
57,3295.717
58,3253.296
59,3271.296
60,3267.665
61,3277.082
62,3250.365
63,3256.218
64,3277.785
65,3276.465
66,3280.365
67,3271.535
68,3227.850
69,3263.314
