X	Y
230.000	389.000
229.211	389.610
228.423	390.222
227.635	390.834
226.850	391.450
226.067	392.068
225.288	392.690
224.512	393.318
223.741	393.950
222.975	394.590
222.215	395.236
221.462	395.891
220.717	396.554
219.981	397.227
219.254	397.910
218.538	398.605
217.833	399.311
217.142	400.030
216.464	400.762
215.802	401.508
215.156	402.268
214.528	403.043
213.919	403.834
213.331	404.639
212.765	405.461
212.222	406.298
211.704	407.150
211.211	408.018
210.745	408.900
210.305	409.795
209.889	410.701
209.498	411.619
209.129	412.546
208.784	413.482
208.460	414.425
208.158	415.376
207.876	416.333
207.613	417.295
207.369	418.263
207.143	419.234
206.935	420.210
206.743	421.189
206.567	422.171
206.407	423.155
206.262	424.142
206.131	425.131
206.013	426.122
205.909	427.114
205.817	428.107
205.738	429.102
205.670	430.097
205.614	431.093
205.568	432.090
205.533	433.087
205.508	434.084
205.492	435.081
205.487	436.079
205.490	437.076
205.504	438.074
205.526	439.071
205.559	440.068
205.601	441.065
205.652	442.061
205.713	443.057
205.783	444.052
205.862	445.047
205.951	446.040
206.049	447.033
206.156	448.025
206.272	449.016
206.397	450.005
206.531	450.994
206.674	451.981
206.826	452.967
206.986	453.952
207.155	454.935
207.332	455.917
207.518	456.897
207.711	457.876
207.913	458.853
208.122	459.828
208.339	460.802
208.564	461.773
208.797	462.744
209.036	463.712
209.282	464.679
209.535	465.644
209.794	466.607
210.059	467.569
210.330	468.529
210.606	469.488
210.887	470.445
211.173	471.401
211.463	472.355
211.758	473.308
212.056	474.260
212.358	475.211
212.664	476.160
212.973	477.109
213.284	478.057
213.599	479.003
213.915	479.949
214.234	480.895
214.554	481.840
214.876	482.784
215.199	483.728
215.524	484.671
215.849	485.614
216.174	486.557
216.500	487.500
