 ,Value
1,3268.700
2,3293.857
3,3317.745
4,3305.053
5,3281.549
6,3275.145
7,3287.705
8,3251.435
9,3310.452
10,3324.994
11,3263.160
12,3287.832
13,3264.651
14,3274.256
15,3316.811
16,3285.874
17,3265.361
18,3276.970
19,3276.553
20,3290.131
21,3297.311
22,3266.254
23,3249.776
24,3294.849
25,3304.486
26,3265.696
27,3271.497
28,3280.625
29,3294.328
30,3323.197
31,3290.110
32,3270.451
33,3302.657
34,3289.716
35,3304.812
36,3294.919
37,3289.261
38,3292.796
39,3266.078
40,3289.248
41,3296.110
42,3271.132
43,3330.567
44,3311.551
45,3307.228
46,3277.936
47,3304.195
48,3306.301
49,3251.289
50,3282.241
51,3261.895
52,3260.706
53,3232.063
54,3302.424
55,3300.648
56,3343.657
57,3272.109
58,3336.611
59,3313.705
60,3324.002
61,3324.539
62,3322.918
63,3322.856
64,3262.992
65,3247.330
66,3277.645
67,3314.954
68,3276.113
69,3314.078
70,3307.871
71,3267.940
