 ,Value
1,3442.241
2,3432.842
3,3449.236
4,3457.391
5,3476.705
6,3472.700
7,3404.395
8,3403.158
9,3450.822
10,3408.397
11,3429.027
12,3415.052
13,3437.605
14,3467.629
15,3462.698
16,3411.597
17,3419.423
18,3414.338
19,3398.696
20,3429.988
21,3449.660
22,3465.376
23,3434.036
24,3448.831
25,3415.926
26,3468.644
27,3498.570
28,3450.896
29,3449.781
30,3443.979
31,3446.742
32,3465.075
33,3467.607
34,3454.976
35,3428.096
36,3449.690
37,3437.886
38,3463.946
39,3435.487
40,3446.629
41,3439.893
42,3435.705
43,3464.844
44,3504.678
45,3485.314
46,3433.203
47,3377.820
48,3407.536
49,3446.312
50,3488.767
51,3453.901
52,3395.681
53,3415.872
54,3452.182
55,3396.387
56,3440.294
57,3472.816
58,3448.506
59,3462.976
60,3420.070
61,3370.831
62,3399.545
63,3487.988
64,3445.874
65,3428.469
66,3410.840
67,3391.717
68,3394.736
69,3416.367
70,3404.552
71,3444.994
72,3443.355
73,3454.554
74,3406.142
75,3401.481
