 ,Mean,Min,Max,Median,Ch,Frame,Length
1,3625.800,3157,4327,3623.500,1,1,127.494
2,3566.521,3108,4176,3556.000,1,2,115.660
3,3574.502,3147,4363,3562.000,1,3,95.827
4,3606.311,3241,4158,3600.000,1,4,88.642
5,3639.898,3166,4354,3631.500,1,5,101.241
6,3661.342,3174,4409,3654.000,1,6,91.250
7,3613.049,3105,4388,3609.500,1,7,93.903
8,3632.707,3073,4268,3630.000,1,8,88.887
9,3584.444,3099,4186,3568.000,1,9,115.679
10,3547.286,3110,4242,3538.500,1,10,96.824
11,3540.306,3133,4147,3527.500,1,11,115.750
12,3528.068,3132,4168,3514.500,1,12,124.532
13,3510.967,3150,4171,3503.000,1,13,136.378
14,3491.467,3120,4170,3483.000,1,14,148.197
15,3482.678,3082,4135,3476.000,1,15,154.884
16,3460.627,3011,3997,3452.000,1,16,163.218
17,3442.870,3046,3970,3434.000,1,17,176.211
18,3438.451,3064,3924,3426.500,1,18,172.118
