 ,Mean,Min,Max,Median,Ch,Frame,Length
1,3521.648,3183,4025,3511.000,1,1,85.053
2,3554.848,3152,4101,3537.000,1,2,85.053
3,3553.476,3182,4231,3539.000,1,3,85.053
4,3543.202,3062,4133,3535.000,1,4,85.053
5,3530.131,3166,4203,3519.000,1,5,85.053
6,3519.125,3084,4112,3511.500,1,6,79.577
7,3497.615,3057,3965,3491.000,1,7,79.577
8,3486.099,3155,4063,3480.000,1,8,79.577
9,3471.421,3096,4171,3464.000,1,9,79.577
10,3487.519,3122,4099,3471.500,1,10,79.577
11,3483.067,3119,4115,3473.500,1,11,79.577
12,3499.700,3145,3968,3489.500,1,12,79.577
13,3503.400,3122,4204,3489.000,1,13,79.577
14,3451.213,3088,3920,3440.000,1,14,84.853
15,3440.874,3009,3922,3422.500,1,15,84.853
16,3417.586,3103,3895,3410.000,1,16,84.853
17,3432.729,3023,3912,3424.000,1,17,84.853
18,3412.610,3009,3816,3403.500,1,18,84.853
