 ,Value
1,3283.370
2,3289.036
3,3272.562
4,3297.560
5,3286.549
6,3242.124
7,3285.968
8,3286.457
9,3284.968
10,3229.088
11,3289.391
12,3258.018
13,3268.599
14,3296.858
15,3242.545
16,3261.489
17,3266.018
18,3218.002
19,3253.215
20,3314.726
21,3254.955
22,3285.240
23,3298.255
24,3317.275
25,3284.758
26,3271.949
27,3257.768
28,3243.701
29,3244.117
30,3262.121
31,3252.648
32,3251.661
33,3289.928
34,3260.692
35,3293.204
36,3317.419
37,3297.514
38,3282.929
39,3273.339
40,3231.621
41,3297.521
42,3335.714
43,3282.257
44,3330.801
45,3332.464
46,3322.733
47,3333.917
48,3291.762
49,3292.422
50,3291.450
