 ,Value
1,3282.164
2,3305.290
3,3251.001
4,3279.100
5,3282.798
6,3233.404
7,3266.244
8,3289.203
9,3264.554
10,3271.646
11,3262.745
12,3272.071
13,3286.707
14,3269.565
15,3303.797
16,3258.445
17,3321.460
18,3323.315
19,3307.816
20,3304.355
21,3300.341
22,3311.723
23,3282.810
24,3283.005
25,3268.485
26,3282.315
27,3283.293
28,3281.386
29,3294.432
30,3292.449
31,3287.235
32,3271.678
33,3305.293
34,3305.157
35,3268.982
36,3250.197
37,3281.196
38,3304.254
39,3323.699
40,3324.480
41,3270.625
42,3300.500
43,3299.595
44,3297.360
45,3266.660
46,3309.540
47,3306.492
48,3296.741
49,3272.594
