 ,Value
1,3259.808
2,3320.115
3,3306.297
4,3309.487
5,3310.409
6,3288.823
7,3285.650
8,3323.508
9,3255.809
10,3286.159
11,3313.986
12,3323.532
13,3335.573
14,3293.671
15,3285.189
16,3263.078
17,3273.607
18,3249.540
19,3250.660
20,3300.516
21,3260.215
22,3282.809
23,3289.703
24,3315.397
25,3306.827
26,3348.933
27,3304.052
28,3266.069
29,3278.600
30,3339.913
31,3287.778
32,3292.074
33,3282.567
34,3327.029
35,3267.469
36,3323.085
37,3286.387
38,3260.425
39,3305.007
40,3263.268
41,3266.612
42,3328.784
43,3269.422
44,3331.751
45,3290.861
46,3284.068
47,3288.806
48,3258.020
49,3240.764
50,3280.382
