X	Y
268.000	498.000
267.440	498.827
266.881	499.654
266.322	500.482
265.763	501.310
265.206	502.138
264.650	502.968
264.095	503.798
263.542	504.630
262.991	505.462
262.442	506.297
261.895	507.132
261.352	507.970
260.811	508.810
260.273	509.651
259.739	510.495
259.209	511.341
258.683	512.190
258.161	513.041
257.644	513.896
257.132	514.753
256.626	515.614
256.125	516.478
255.630	517.345
255.141	518.216
254.660	519.091
254.185	519.969
253.718	520.852
253.259	521.739
252.808	522.630
252.366	523.525
251.933	524.425
251.510	525.330
251.097	526.239
250.694	527.153
250.303	528.072
249.923	528.995
249.553	529.923
249.195	530.855
248.848	531.792
248.513	532.732
248.190	533.677
247.878	534.626
247.578	535.578
247.290	536.534
247.014	537.494
246.749	538.457
246.497	539.423
246.257	540.392
246.029	541.365
245.813	542.340
245.610	543.318
245.420	544.298
245.241	545.280
245.075	546.265
244.922	547.252
244.781	548.240
244.653	549.231
244.537	550.223
244.434	551.216
244.344	552.211
244.266	553.206
244.201	554.203
244.149	555.200
244.110	556.198
244.082	557.196
244.067	558.194
244.065	559.193
244.074	560.192
244.094	561.190
244.126	562.188
244.170	563.186
244.224	564.183
244.289	565.179
244.366	566.175
244.453	567.170
244.550	568.164
244.658	569.157
244.776	570.148
244.904	571.139
245.041	572.128
245.189	573.115
245.346	574.102
245.513	575.086
245.689	576.069
245.874	577.050
246.069	578.030
246.272	579.008
246.485	579.983
246.706	580.957
246.936	581.929
247.175	582.899
247.422	583.866
247.678	584.831
247.943	585.794
248.216	586.755
248.497	587.713
248.787	588.669
249.085	589.622
249.391	590.572
249.705	591.520
250.028	592.465
250.358	593.408
250.697	594.347
251.043	595.284
251.398	596.217
251.760	597.148
252.129	598.076
252.507	599.000
252.892	599.922
253.284	600.840
253.684	601.755
254.091	602.667
254.506	603.575
254.928	604.481
255.356	605.383
255.791	606.282
256.232	607.178
256.678	608.071
257.130	608.961
257.587	609.849
258.049	610.735
258.515	611.618
258.985	612.499
259.458	613.378
259.935	614.256
260.414	615.132
260.895	616.007
261.378	616.881
261.862	617.755
262.348	618.627
262.833	619.500
