X	Y
264.000	356.000
264.438	356.902
264.878	357.803
265.319	358.704
265.763	359.603
266.211	360.500
266.663	361.395
267.122	362.286
267.586	363.175
268.059	364.059
268.540	364.939
269.030	365.814
269.531	366.683
270.043	367.545
270.567	368.399
271.104	369.246
271.655	370.084
272.221	370.911
272.803	371.728
273.401	372.533
274.015	373.326
274.647	374.104
275.297	374.868
275.965	375.615
276.652	376.346
277.358	377.058
278.081	377.752
278.822	378.428
279.579	379.085
280.353	379.723
281.143	380.341
281.947	380.939
282.767	381.517
283.600	382.075
284.446	382.612
285.306	383.129
286.177	383.625
287.060	384.101
287.953	384.556
288.857	384.990
289.770	385.404
290.693	385.798
291.623	386.171
292.561	386.524
293.507	386.858
294.459	387.172
295.417	387.467
296.382	387.743
297.351	387.999
298.325	388.237
299.303	388.458
300.285	388.660
301.271	388.844
302.260	389.011
303.251	389.163
304.244	389.297
305.240	389.415
306.238	389.518
307.236	389.605
308.237	389.676
309.238	389.733
310.240	389.773
311.242	389.799
312.245	389.810
313.247	389.804
314.250	389.785
315.252	389.749
316.253	389.699
317.254	389.633
318.253	389.551
319.251	389.454
320.247	389.341
321.242	389.211
322.234	389.065
323.223	388.902
324.210	388.722
325.193	388.526
326.172	388.310
327.147	388.078
328.118	387.826
329.084	387.555
330.044	387.266
330.997	386.956
331.944	386.625
332.883	386.274
333.814	385.901
334.735	385.505
335.646	385.087
336.547	384.647
337.435	384.181
338.310	383.691
339.173	383.181
340.023	382.649
340.860	382.096
341.684	381.526
342.496	380.938
343.297	380.334
344.087	379.716
344.865	379.084
345.634	378.440
346.393	377.786
347.144	377.121
347.888	376.449
348.625	375.769
349.356	375.082
350.082	374.391
350.805	373.696
351.525	372.998
352.243	372.299
352.961	371.599
353.680	370.899
354.400	370.202
355.124	369.508
355.852	368.818
356.585	368.134
357.325	367.457
358.073	366.789
358.830	366.132
359.598	365.487
360.378	364.857
361.170	364.243
361.976	363.646
362.794	363.066
363.624	362.503
364.464	361.956
365.314	361.425
366.174	360.908
367.042	360.406
367.917	359.917
368.799	359.440
369.688	358.975
370.581	358.521
371.480	358.075
372.382	357.639
373.288	357.209
374.197	356.786
375.109	356.368
376.022	355.954
376.936	355.542
377.851	355.132
378.766	354.721
379.680	354.309
380.593	353.895
381.504	353.476
382.412	353.051
383.317	352.618
384.217	352.176
385.111	351.721
385.997	351.252
386.874	350.766
387.739	350.260
388.591	349.731
389.426	349.176
390.241	348.592
391.033	347.976
391.796	347.326
392.525	346.638
393.214	345.910
393.858	345.142
394.449	344.332
394.983	343.483
395.452	342.597
395.855	341.679
396.195	340.736
396.475	339.774
396.703	338.797
396.884	337.811
397.022	336.818
397.123	335.820
397.191	334.820
397.231	333.818
397.244	332.816
397.235	331.813
397.207	330.811
397.161	329.809
397.101	328.808
397.027	327.808
396.942	326.809
396.848	325.811
396.746	324.813
396.638	323.816
396.525	322.820
396.407	321.824
396.288	320.829
396.167	319.833
