 ,Value
1,3453.002
2,3462.679
3,3428.636
4,3444.797
5,3430.358
6,3445.674
7,3413.015
8,3476.823
9,3448.894
10,3381.273
11,3506.256
12,3465.732
13,3492.340
14,3454.748
15,3498.804
16,3450.480
17,3493.060
18,3548.108
19,3494.383
20,3545.515
21,3491.483
22,3524.875
23,3546.801
24,3486.157
25,3503.357
26,3455.709
27,3424.337
28,3495.566
29,3492.326
30,3480.696
31,3527.846
32,3573.353
33,3541.087
34,3513.130
35,3460.614
36,3460.727
37,3481.387
38,3485.686
39,3573.353
40,3504.161
41,3495.982
42,3536.941
43,3475.304
44,3459.342
45,3457.684
46,3516.197
47,3533.466
48,3555.051
49,3528.072
50,3575.738
51,3560.135
52,3562.376
53,3537.219
54,3539.294
55,3571.231
56,3604.226
57,3550.918
58,3535.312
59,3627.110
60,3625.578
61,3625.941
62,3684.517
63,3668.478
64,3487.966
65,3529.863
66,3513.067
67,3581.318
68,3528.370
69,3533.762
70,3520.144
71,3516.559
72,3543.394
73,3573.051
74,3574.616
75,3517.632
76,3531.626
77,3564.193
78,3641.532
79,3621.083
80,3606.520
81,3581.673
82,3640.450
83,3562.110
84,3614.004
85,3574.620
86,3540.496
87,3635.476
88,3662.554
89,3629.321
90,3585.485
91,3558.045
92,3612.829
93,3659.626
94,3609.760
95,3576.735
96,3549.820
97,3553.862
98,3513.777
99,3559.768
100,3494.927
101,3576.632
102,3465.284
103,3500.178
104,3462.611
105,3494.836
106,3482.103
107,3439.702
108,3474.704
109,3441.632
110,3485.132
111,3440.064
112,3478.453
113,3465.607
114,3438.313
115,3513.460
116,3502.817
117,3464.449
118,3462.504
119,3431.760
120,3436.987
121,3457.258
122,3488.515
123,3433.188
124,3382.450
125,3423.220
126,3386.275
