 ,Value
1,3258.250
2,3270.328
3,3308.475
4,3287.553
5,3289.934
6,3277.404
7,3346.068
8,3318.200
9,3319.436
10,3324.801
11,3296.365
12,3323.990
13,3327.802
14,3315.007
15,3318.218
16,3366.323
17,3348.188
18,3361.322
19,3364.828
20,3411.063
21,3410.958
22,3417.269
23,3437.391
24,3381.342
25,3453.066
26,3421.908
27,3406.433
28,3398.510
29,3372.602
30,3371.094
31,3382.118
32,3457.178
33,3422.669
34,3371.927
35,3411.648
36,3454.583
37,3426.477
38,3434.220
39,3396.481
40,3376.128
41,3448.773
42,3359.019
43,3431.444
44,3382.718
45,3374.494
46,3366.560
47,3395.438
48,3367.989
49,3354.493
50,3371.065
51,3365.429
52,3395.938
53,3371.306
54,3333.432
55,3340.322
56,3348.594
57,3312.256
58,3292.284
59,3302.648
60,3270.753
61,3327.014
62,3338.096
63,3369.596
64,3378.362
65,3402.188
66,3448.461
67,3429.796
68,3447.908
69,3462.467
70,3485.878
71,3419.358
72,3420.862
73,3390.236
74,3392.688
75,3341.444
76,3308.735
77,3268.603
78,3278.667
79,3300.143
80,3315.760
81,3317.678
82,3333.697
83,3303.883
84,3319.044
85,3333.791
86,3290.396
87,3294.948
88,3310.281
89,3300.483
90,3297.064
91,3318.779
