 ,Value
1,3811.869
2,3844.683
3,3762.009
4,3735.415
5,3747.833
6,3697.542
7,3760.272
8,3768.062
9,3807.947
10,3746.908
11,3731.408
12,3775.979
13,3791.363
14,3738.944
15,3684.051
16,3677.988
17,3730.397
18,3684.721
19,3754.320
20,3665.118
21,3742.932
22,3877.704
23,3855.476
24,3847.577
25,3879.909
26,3813.500
27,3760.810
28,3724.118
29,3735.773
30,3801.954
31,3716.425
32,3749.132
33,3776.546
34,3807.826
35,3716.055
36,3638.168
37,3728.569
38,3768.098
39,3838.285
40,3785.508
41,3733.906
42,3764.143
43,3730.394
44,3701.454
45,3744.773
46,3773.485
47,3909.095
48,3750.277
49,3734.184
50,3662.381
51,3703.499
52,3738.445
53,3766.963
54,3786.660
55,3885.523
56,3840.496
57,3787.910
58,3753.066
59,3747.765
60,3856.614
61,3795.450
62,3698.444
63,3698.989
64,3708.327
65,3705.957
66,3677.132
67,3632.309
68,3747.321
69,3812.520
70,3722.375
71,3800.746
72,3774.240
73,3765.950
74,3690.898
75,3725.158
