X	Y
286.000	337.000
286.797	337.601
287.594	338.203
288.390	338.805
289.186	339.408
289.981	340.012
290.776	340.617
291.569	341.223
292.361	341.832
293.151	342.441
293.940	343.054
294.727	343.668
295.512	344.285
296.295	344.905
297.075	345.527
297.853	346.153
298.628	346.783
299.400	347.416
300.169	348.053
300.935	348.694
301.696	349.339
302.454	349.989
303.208	350.644
303.958	351.303
304.703	351.968
305.444	352.637
306.179	353.313
306.910	353.993
307.635	354.680
308.354	355.372
309.068	356.071
309.775	356.776
310.476	357.486
311.170	358.204
311.856	358.930
312.535	359.662
313.204	360.403
313.865	361.151
314.515	361.909
315.156	362.675
315.785	363.450
316.403	364.234
317.009	365.027
317.602	365.830
318.182	366.643
318.749	367.465
319.301	368.298
319.838	369.139
320.360	369.990
320.865	370.851
321.355	371.721
321.828	372.601
322.283	373.489
322.721	374.386
323.142	375.292
323.545	376.206
323.928	377.127
324.294	378.057
324.641	378.993
324.969	379.936
325.278	380.885
325.569	381.840
325.841	382.801
326.094	383.767
326.329	384.737
326.545	385.712
326.743	386.690
326.924	387.672
327.089	388.657
327.237	389.644
327.371	390.634
327.490	391.625
327.595	392.618
327.687	393.612
327.766	394.608
327.833	395.604
327.889	396.601
327.933	397.598
327.966	398.596
327.989	399.594
328.001	400.593
328.005	401.591
327.998	402.589
327.983	403.588
327.959	404.586
327.927	405.584
327.886	406.581
327.838	407.579
327.782	408.576
327.718	409.572
327.648	410.568
327.571	411.563
327.487	412.558
327.396	413.553
327.299	414.546
327.196	415.540
327.087	416.532
326.972	417.524
326.852	418.515
326.726	419.505
326.595	420.495
326.458	421.484
326.317	422.473
326.170	423.460
326.019	424.447
325.862	425.433
325.702	426.419
325.536	427.403
325.367	428.387
325.192	429.371
325.014	430.353
324.832	431.335
324.645	432.315
324.455	433.296
324.260	434.275
324.062	435.253
323.860	436.231
323.654	437.208
323.445	438.185
323.232	439.160
323.015	440.135
322.796	441.109
322.572	442.082
322.346	443.054
322.116	444.026
321.883	444.997
321.647	445.967
321.408	446.936
321.165	447.905
320.920	448.873
320.671	449.840
320.420	450.806
320.166	451.771
319.908	452.736
319.648	453.700
319.385	454.663
319.119	455.626
318.850	456.587
318.578	457.548
318.303	458.508
318.025	459.467
317.745	460.425
317.461	461.382
317.174	462.339
316.885	463.294
316.592	464.249
316.297	465.203
315.999	466.155
315.697	467.107
315.393	468.058
315.086	469.008
314.775	469.957
314.462	470.905
314.146	471.852
313.827	472.798
313.504	473.743
313.179	474.688
312.851	475.630
312.520	476.572
312.185	477.513
311.848	478.453
311.507	479.391
311.164	480.329
310.817	481.265
310.468	482.201
310.115	483.135
309.759	484.067
309.400	484.999
309.038	485.930
308.672	486.859
308.304	487.787
307.932	488.713
307.557	489.639
307.179	490.563
306.797	491.485
306.412	492.407
306.024	493.327
305.633	494.245
305.238	495.162
304.840	496.078
304.438	496.992
304.033	497.905
303.625	498.816
303.213	499.725
302.797	500.633
302.378	501.539
301.956	502.444
301.529	503.347
301.099	504.248
300.666	505.147
300.228	506.045
299.787	506.940
299.342	507.834
298.893	508.726
298.441	509.616
297.984	510.504
297.523	511.390
297.058	512.273
296.588	513.154
296.114	514.033
295.635	514.909
295.151	515.782
294.662	516.653
294.168	517.520
293.668	518.385
293.163	519.246
292.652	520.104
292.136	520.958
291.613	521.809
291.085	522.656
290.550	523.500
290.009	524.339
289.462	525.174
288.908	526.005
288.348	526.831
287.781	527.653
287.208	528.470
286.627	529.283
286.040	530.091
285.446	530.893
284.845	531.691
284.238	532.483
283.623	533.270
283.002	534.051
282.374	534.827
281.739	535.598
281.097	536.363
280.449	537.122
279.794	537.876
279.132	538.623
278.463	539.365
277.789	540.101
277.108	540.831
276.420	541.555
275.727	542.273
275.027	542.986
274.321	543.692
273.610	544.393
272.893	545.087
272.170	545.776
271.442	546.460
270.709	547.137
269.970	547.809
269.226	548.475
268.478	549.136
267.724	549.791
266.966	550.440
266.203	551.085
265.436	551.723
264.663	552.356
263.887	552.984
263.106	553.606
262.320	554.222
261.530	554.833
260.736	555.437
259.937	556.037
259.134	556.630
258.327	557.218
257.516	557.800
256.700	558.376
255.880	558.945
255.056	559.509
254.228	560.066
253.395	560.617
252.558	561.161
251.717	561.699
250.871	562.230
250.021	562.754
249.167	563.271
248.308	563.781
247.445	564.283
246.578	564.777
245.706	565.263
244.829	565.741
243.948	566.211
243.062	566.672
242.172	567.123
241.277	567.566
240.377	567.998
239.472	568.420
238.562	568.831
237.647	569.231
236.727	569.620
235.802	569.996
234.872	570.359
233.937	570.708
232.997	571.043
232.051	571.365
231.101	571.672
230.147	571.964
229.188	572.242
228.225	572.507
227.258	572.757
226.288	572.993
225.315	573.215
224.338	573.424
223.359	573.620
222.378	573.802
221.394	573.973
220.408	574.131
219.420	574.278
218.431	574.413
217.441	574.539
216.449	574.655
215.456	574.761
214.463	574.860
213.468	574.950
212.473	575.034
211.478	575.112
210.482	575.185
209.486	575.253
208.490	575.318
207.493	575.380
206.497	575.440
205.500	575.500
