 ,,name,before_lateral_mean,before_posterior_mean,before_background_mean,before_lateral_median,before_posterior_median,before_background_median,after_lateral_mean,after_posterior_mean,after_background_mean,after_lateral_median,after_posterior_median,after_background_median
1,0,20220728_Exp4_position2,3257.946,3234.043,3183.005,3255.000,3232.500,3182,3328.672,3352.647,3212.428,3325.000,3340,3211
2,0,20220728_Exp6_position1,3349.470,3299.157,3205.147,3346.000,3295.000,3204,3345.216,3400.449,3225.107,3338.500,3392,3224
3,0,20220729_Exp2_position3,3352.140,3240.711,3200.477,3341.500,3239.500,3202,3306.740,3351.195,3192.188,3301.000,3340,3192
4,0,20220729_Exp5_position1,3327.258,3254.310,3159.779,3321.000,3251.000,3160,3301.869,3308.093,3190.446,3294.000,3302,3187
5,0,20220729_Exp7_position3,3566.191,3292.297,3172.707,3547.500,3287.000,3172,3431.093,3390.496,3162.231,3425.000,3384,3159
