 ,Value
1,3254.273
2,3244.870
3,3206.232
4,3232.763
5,3253.107
6,3258.627
7,3268.317
8,3270.752
9,3270.749
10,3266.650
11,3237.400
12,3223.180
13,3234.563
14,3231.985
15,3236.338
16,3253.436
17,3244.272
18,3236.538
19,3232.675
20,3264.336
21,3270.829
22,3248.485
23,3236.979
24,3220.714
25,3221.854
26,3243.126
27,3241.661
28,3287.768
29,3271.855
30,3282.443
31,3265.637
32,3262.963
33,3210.814
34,3266.620
35,3247.980
36,3254.298
37,3264.173
38,3274.026
39,3269.791
40,3237.192
41,3264.168
42,3277.572
43,3283.992
44,3284.330
45,3253.220
46,3228.552
47,3263.468
48,3277.782
49,3296.753
50,3269.425
51,3281.334
52,3287.549
53,3240.143
54,3227.220
55,3255.847
56,3301.395
57,3280.409
58,3254.938
59,3255.902
60,3255.319
61,3249.314
62,3311.244
63,3296.897
64,3257.652
65,3305.528
66,3316.513
67,3316.762
68,3290.955
69,3261.686
70,3248.237
71,3257.836
72,3284.869
73,3281.200
74,3273.769
75,3266.499
76,3253.905
77,3287.099
78,3274.575
79,3280.311
80,3288.726
81,3250.826
82,3270.832
83,3273.723
84,3277.968
85,3260.849
86,3282.005
87,3265.713
88,3264.512
89,3274.926
90,3260.023
91,3248.965
92,3263.451
93,3251.572
94,3256.764
95,3250.309
96,3284.351
