 ,Value
1,3417.841
2,3505.362
3,3513.842
4,3481.395
5,3482.504
6,3434.579
7,3478.267
8,3367.868
9,3368.277
10,3327.332
11,3330.948
12,3343.454
13,3360.765
14,3307.813
15,3325.452
16,3309.943
17,3307.178
18,3331.428
19,3311.156
20,3323.592
21,3312.052
22,3293.242
23,3284.810
24,3257.521
25,3329.013
26,3346.833
27,3271.462
28,3257.938
29,3303.582
30,3276.745
31,3287.493
32,3320.813
33,3314.668
34,3319.055
35,3311.698
36,3285.182
37,3302.517
38,3299.778
39,3332.090
40,3315.954
41,3316.435
42,3315.802
43,3288.841
44,3313.421
45,3328.519
46,3341.990
47,3314.700
48,3314.244
49,3308.804
50,3283.221
51,3353.343
52,3371.129
53,3342.695
54,3344.408
55,3389.239
56,3378.317
57,3352.688
58,3413.968
59,3415.149
60,3369.250
61,3319.683
62,3328.865
63,3363.685
64,3394.203
65,3361.130
66,3343.540
67,3327.658
68,3316.966
69,3322.508
70,3374.602
71,3323.286
72,3342.151
73,3320.933
74,3336.833
75,3363.324
76,3357.557
77,3375.585
78,3347.906
79,3316.772
80,3320.252
81,3331.604
82,3338.460
83,3358.286
84,3302.689
85,3288.176
86,3316.772
87,3321.462
88,3336.538
89,3364.345
90,3327.133
91,3308.057
92,3327.260
93,3309.074
94,3331.086
95,3325.987
96,3316.460
97,3297.675
98,3279.302
99,3306.772
100,3326.859
101,3338.565
102,3347.056
103,3303.040
104,3305.587
105,3311.452
106,3305.633
107,3320.903
108,3328.624
109,3379.783
110,3324.547
111,3287.835
112,3316.026
113,3340.436
114,3341.073
115,3325.110
116,3369.974
117,3327.918
118,3299.166
119,3355.363
120,3377.538
121,3370.434
122,3354.888
123,3352.932
124,3375.047
125,3350.448
126,3371.240
127,3322.429
128,3361.576
