 ,Value
1,3304.909
2,3299.605
3,3288.172
4,3342.700
5,3326.293
6,3323.890
7,3329.219
8,3276.044
9,3293.757
10,3290.065
11,3304.286
12,3287.102
13,3293.035
14,3293.386
15,3312.027
16,3298.206
17,3329.713
18,3346.750
19,3295.319
20,3294.277
21,3256.666
22,3279.395
23,3316.580
24,3322.740
25,3286.044
26,3340.052
27,3283.042
28,3315.961
29,3304.622
30,3337.997
31,3306.987
32,3307.885
33,3270.559
34,3293.741
35,3301.677
36,3292.627
37,3307.363
38,3313.428
39,3356.515
40,3306.485
41,3312.403
42,3309.186
43,3283.378
44,3304.526
45,3317.333
46,3314.517
47,3308.934
48,3307.657
49,3292.541
50,3281.164
51,3292.440
52,3316.359
53,3299.483
54,3307.625
55,3265.621
56,3278.390
57,3287.524
58,3299.566
59,3316.281
60,3332.862
61,3287.096
62,3275.130
63,3305.881
64,3266.161
65,3303.569
66,3373.567
67,3340.184
68,3323.533
69,3314.193
70,3284.299
71,3304.374
72,3318.464
73,3352.274
74,3338.318
75,3328.098
76,3275.149
77,3299.568
78,3319.857
79,3310.706
80,3334.815
81,3288.325
82,3296.002
83,3275.730
84,3288.387
85,3296.433
86,3279.391
