 ,Value
1,4115.495
2,4224.699
3,4333.514
4,4321.516
5,4354.106
6,4270.180
7,4285.003
8,4324.017
9,4357.320
10,4427.750
11,4415.126
12,4331.805
13,4164.113
14,4308.130
15,4158.347
16,4264.680
17,4086.713
18,4088.780
19,4144.247
20,4208.765
21,4224.949
22,4169.155
23,4251.591
24,4246.933
25,4191.565
26,4214.930
27,4332.832
28,4268.413
29,4340.317
30,4320.037
31,4152.651
32,4253.789
33,4244.926
34,4292.136
35,4333.487
36,4309.301
37,4244.150
38,4319.739
39,4297.582
40,4271.386
41,4374.698
42,4307.470
43,4223.798
44,4256.229
45,4322.677
46,4252.406
47,4329.983
48,4311.984
49,4186.014
50,4234.019
51,4218.623
52,4267.550
53,4369.931
