 ,Value
1,4871.316
2,4747.832
3,4859.421
4,4731.939
5,4629.632
6,4686.318
7,4792.857
8,4691.826
9,4609.346
10,4682.407
11,4616.818
12,4709.553
13,4687.317
14,4786.132
15,4716.277
16,4665.415
17,4683.714
18,4571.416
19,4607.876
20,4487.658
21,4634.809
22,4624.809
23,4583.580
24,4641.607
25,4675.728
26,4632.911
27,4513.301
28,4746.568
29,4605.534
30,4625.139
31,4639.532
32,4617.391
33,4628.493
34,4629.453
35,4668.135
36,4676.233
37,4708.504
38,4719.981
39,4577.152
40,4529.760
41,4576.583
42,4620.752
43,4719.063
44,4740.439
45,4512.068
46,4711.776
47,4792.663
48,4686.296
49,4768.856
50,4727.249
51,4605.768
52,4573.028
53,4604.737
54,4523.138
55,4501.211
56,4524.773
57,4440.605
58,4514.975
59,4489.005
60,4522.064
61,4450.469
62,4500.089
63,4455.413
64,4467.712
65,4460.667
66,4538.696
67,4481.887
68,4700.357
69,4557.650
70,4575.968
71,4652.868
72,4608.409
73,4552.550
74,4671.094
75,4624.597
76,4511.088
77,4591.030
78,4562.551
79,4492.022
80,4624.779
81,4661.325
82,4593.526
83,4503.494
84,4594.821
85,4584.108
86,4587.860
87,4659.845
88,4634.371
89,4524.437
90,4372.597
91,4385.857
92,4297.046
93,4355.498
94,4344.935
95,4310.932
96,4322.638
97,4262.416
98,4354.700
99,4467.321
100,4434.912
101,4367.263
102,4351.778
103,4354.009
104,4513.674
105,4428.258
106,4468.018
107,4460.429
108,4474.577
109,4488.106
110,4423.219
111,4511.088
112,4442.249
113,4357.594
114,4364.196
115,4436.876
116,4345.421
117,4330.651
118,4325.825
119,4429.069
120,4355.520
121,4364.348
122,4368.697
123,4494.871
124,4536.936
125,4490.504
126,4568.612
127,4604.817
128,4570.750
129,4520.577
130,4608.556
131,4600.351
132,4511.267
133,4582.873
134,4681.259
135,4617.833
136,4560.076
137,4579.446
138,4653.970
139,4480.333
140,4521.303
141,4668.062
142,4640.254
143,4632.388
144,4563.019
145,4676.441
146,4800.871
147,4759.989
148,4596.131
149,4658.611
150,4694.854
151,4623.238
152,4606.186
153,4650.167
154,4603.583
155,4713.263
156,4616.254
157,4649.122
158,4613.664
159,4603.875
160,4683.707
161,4656.954
162,4580.522
163,4672.982
164,4775.624
165,4679.268
166,4679.204
167,4682.055
168,4743.332
