X	Y
35.000	490.000
35.997	489.948
36.994	489.896
37.992	489.844
38.989	489.794
39.986	489.745
40.984	489.698
41.981	489.652
42.979	489.609
43.977	489.568
44.975	489.530
45.973	489.496
46.971	489.465
47.969	489.438
48.967	489.415
49.966	489.397
50.964	489.384
51.963	489.376
52.961	489.374
53.960	489.378
54.958	489.388
55.957	489.405
56.955	489.429
57.953	489.461
58.951	489.501
59.948	489.548
60.945	489.605
61.942	489.670
62.938	489.745
63.932	489.830
64.927	489.925
65.919	490.031
66.911	490.148
67.902	490.276
68.890	490.415
69.877	490.568
70.862	490.732
71.845	490.910
72.825	491.101
73.802	491.305
74.777	491.523
75.748	491.755
76.716	492.002
77.679	492.264
78.638	492.542
79.593	492.834
80.543	493.141
81.488	493.464
82.428	493.801
83.363	494.153
84.291	494.520
85.214	494.902
86.131	495.298
87.041	495.708
87.945	496.133
88.842	496.572
89.732	497.025
90.614	497.492
91.489	497.974
92.356	498.469
93.215	498.978
94.066	499.501
94.908	500.037
95.742	500.587
96.566	501.151
97.380	501.729
98.185	502.320
98.980	502.924
99.765	503.542
100.539	504.173
101.302	504.817
102.053	505.474
102.793	506.145
103.521	506.829
104.236	507.525
104.939	508.235
105.629	508.957
106.305	509.691
106.968	510.438
107.616	511.198
108.249	511.970
108.867	512.754
109.470	513.550
110.057	514.358
110.628	515.177
111.183	516.008
111.720	516.850
112.240	517.702
112.742	518.565
113.228	519.437
113.697	520.319
114.150	521.209
114.587	522.107
115.008	523.012
115.414	523.924
115.805	524.843
116.180	525.769
116.542	526.700
116.889	527.636
117.222	528.577
117.542	529.523
117.850	530.473
118.144	531.427
118.426	532.385
118.696	533.347
118.955	534.311
119.202	535.279
119.439	536.249
119.665	537.221
119.881	538.196
120.087	539.173
120.283	540.152
120.471	541.133
120.649	542.116
120.819	543.100
120.980	544.085
121.134	545.072
121.280	546.060
121.418	547.049
121.550	548.039
121.674	549.029
121.792	550.021
121.904	551.013
122.010	552.006
122.110	553.000
122.205	553.994
122.295	554.988
122.380	555.983
122.460	556.979
122.535	557.974
122.607	558.970
122.673	559.967
122.734	560.964
122.789	561.961
122.838	562.958
122.879	563.956
122.912	564.954
122.938	565.952
122.954	566.950
122.961	567.949
122.957	568.948
122.943	569.946
122.917	570.944
122.880	571.942
122.829	572.939
122.765	573.936
122.686	574.931
122.593	575.926
122.484	576.918
122.359	577.909
122.217	578.897
122.057	579.883
121.879	580.866
121.683	581.845
121.467	582.820
121.231	583.790
120.974	584.755
120.697	585.714
120.399	586.667
120.079	587.613
119.738	588.552
119.375	589.482
118.990	590.403
118.584	591.315
118.155	592.217
117.705	593.109
117.234	593.989
116.743	594.858
116.232	595.716
115.703	596.563
115.157	597.399
114.595	598.225
114.017	599.039
113.426	599.844
112.821	600.638
112.203	601.422
111.573	602.197
110.931	602.962
110.279	603.718
109.616	604.465
108.942	605.203
108.260	605.931
107.568	606.651
106.867	607.363
106.159	608.066
105.442	608.761
104.717	609.448
103.984	610.127
103.245	610.798
102.498	611.461
101.744	612.116
100.984	612.764
100.218	613.404
99.445	614.036
98.665	614.660
97.880	615.277
97.089	615.886
96.292	616.488
95.489	617.081
94.680	617.667
93.865	618.244
93.045	618.813
92.218	619.374
91.386	619.926
90.548	620.469
89.704	621.002
88.853	621.526
87.997	622.038
87.134	622.541
86.264	623.032
85.388	623.512
84.507	623.980
83.619	624.438
82.725	624.883
81.827	625.318
80.923	625.743
80.014	626.157
79.102	626.563
78.186	626.961
77.267	627.351
76.346	627.737
75.423	628.120
74.500	628.500
