 ,Value
1,4977.970
2,4879.403
3,4999.132
4,4915.629
5,4875.180
6,4776.418
7,4808.228
8,4812.486
9,4876.796
10,4978.819
11,5143.696
12,5059.290
13,5208.439
14,5204.135
15,5074.453
16,5229.355
17,5125.984
18,5136.493
19,5140.580
20,5197.476
21,5152.868
22,5103.436
23,5153.734
24,5142.590
25,5123.250
26,5216.307
27,5198.111
28,5141.529
29,5037.847
30,5180.245
31,5264.958
32,5259.652
33,5259.196
34,5283.258
35,5357.255
36,5261.138
37,5255.047
38,5223.430
39,5163.363
40,5037.767
41,5199.446
42,5087.365
43,4969.729
44,4923.798
45,4933.803
46,5004.520
47,4909.548
48,4972.874
49,5123.822
50,5000.086
51,5116.989
52,5024.242
53,5012.017
54,5162.812
55,4982.704
56,4753.083
57,4821.347
58,4818.936
59,4894.024
60,5005.142
61,5040.778
62,5155.690
63,5124.696
64,5120.305
65,5307.773
66,5320.931
67,5265.129
68,5230.021
69,5147.635
70,5282.980
71,5105.121
72,5025.976
73,5050.684
74,5115.263
75,5136.698
76,5206.573
77,5187.861
78,5143.071
79,5067.203
80,5043.087
81,5075.318
82,5006.095
83,4915.369
84,5026.518
85,5082.488
86,5123.906
87,5069.129
88,5035.679
89,5121.785
90,5220.875
91,5036.660
92,5038.160
93,4978.764
94,5085.054
95,5121.261
96,5019.036
97,5039.465
98,5178.066
99,5105.067
100,5043.375
101,5217.044
102,5318.861
103,5222.581
104,5131.600
105,5104.475
